PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay
8/24/20 to 8/31/20,2020-08-27,348.51001,349.899994,346.529999,348.329987,58034100.0,Thursday,2020-08-28,349.440002,350.720001,348.149994,350.579987,48588900.0,Friday,2020-08-31,350.350006,351.299988,349.059998,349.309998,66099200.0,Monday,1,0.6459392196974416,1,0.3262319692866829,0,-0.0656001507581804,0,-0.3622537073115955,0
9/7/20 to 9/14/20,2020-09-10,341.820007,342.529999,332.850006,333.890015,90569500.0,Thursday,2020-09-11,335.820007,336.970001,331.0,334.059998,84680200.0,Friday,2020-09-14,337.48999,340.380005,334.220001,338.459991,65605700.0,Monday,1,0.0509098782124413,0,-0.5240929555456677,1,1.0267592709498758,1,1.3171265719758507,0
9/14/20 to 9/21/20,2020-09-17,333.559998,337.700012,332.98999,335.839996,91523300.0,Thursday,2020-09-18,335.369995,335.48999,327.970001,330.649994,105877900.0,Friday,2020-09-21,325.700012,327.130005,321.730011,326.970001,99450800.0,Monday,0,-1.5453793657143782,0,-1.4074011003876552,0,-1.4970458460071765,0,-1.112957225700106,1
9/21/20 to 9/28/20,2020-09-24,321.220001,326.799988,319.799988,323.5,76681300.0,Thursday,2020-09-25,322.579987,329.579987,321.640015,328.730011,71069400.0,Friday,2020-09-28,333.220001,334.959991,332.149994,334.190002,64584600.0,Monday,1,1.616695826893351,1,1.9065113298550576,1,1.3658594742662649,1,1.6609347541438808,0
9/28/20 to 10/5/20,2020-10-01,337.690002,338.73999,335.01001,337.040009,88698700.0,Thursday,2020-10-02,331.700012,337.01001,331.190002,333.839996,89431100.0,Friday,2020-10-05,336.059998,339.959991,336.01001,339.76001,45713100.0,Monday,0,-0.9494460344617462,1,0.6451564433467581,1,0.6649898234482432,1,1.7733087919160044,0
10/5/20 to 10/12/20,2020-10-08,342.850006,343.850006,341.859985,343.779999,45242500.0,Thursday,2020-10-09,345.559998,347.350006,344.890015,346.850006,59528600.0,Friday,2020-10-12,349.589996,354.019989,349.059998,352.429993,80388500.0,Monday,1,0.8930150121968069,1,0.373309412972042,1,0.7899639477013524,1,1.608760819799443,0
10/12/20 to 10/19/20,2020-10-15,343.709991,348.019989,343.130005,347.5,60357700.0,Thursday,2020-10-16,348.959991,350.75,347.100006,347.290009,89501900.0,Friday,2020-10-19,348.649994,349.329987,341.040009,342.01001,68425600.0,Monday,0,-0.060429064748202,0,-0.4785597326542814,1,0.3915992296801129,0,-1.5203429016583012,0
10/19/20 to 10/26/20,2020-10-22,342.959991,345.23999,340.649994,344.609985,55399300.0,Thursday,2020-10-23,345.929993,345.98999,343.130005,345.779999,49143900.0,Friday,2020-10-26,342.130005,342.980011,335.619995,339.390015,91473000.0,Monday,1,0.3395183108231703,0,-0.0433596401107808,0,-1.0555827435235758,0,-1.847991213627128,0
10/26/20 to 11/2/20,2020-10-29,326.910004,333.399994,325.089996,329.980011,90597700.0,Thursday,2020-10-30,328.279999,329.690002,322.600006,326.540009,120287300.0,Friday,2020-11-02,330.200012,332.359985,327.23999,330.200012,86068300.0,Monday,0,-1.042487994825842,0,-0.5300322911235228,1,1.1208436636014234,1,1.1208436636014234,0
11/2/20 to 11/9/20,2020-11-05,349.23999,352.190002,348.859985,350.23999,82039700.0,Thursday,2020-11-06,349.929993,351.51001,347.649994,350.160004,74973000.0,Friday,2020-11-09,363.970001,364.380005,354.059998,354.559998,172304200.0,Monday,0,-0.0228374835209316,1,0.0657305760012376,1,3.9439104530053664,1,1.2565666980058614,0
11/9/20 to 11/16/20,2020-11-12,355.579987,356.720001,351.26001,353.209991,67546200.0,Thursday,2020-11-13,355.269989,358.899994,354.709991,358.100006,62892200.0,Friday,2020-11-16,360.980011,362.779999,359.589996,362.570007,74541100.0,Monday,1,1.384449796042153,1,0.7965820608618865,1,0.8042460071893947,1,1.2482549358013604,0
11/16/20 to 11/23/20,2020-11-19,355.600006,358.179993,354.149994,357.779999,59940900.0,Thursday,2020-11-20,357.5,357.720001,355.25,355.329987,70417300.0,Friday,2020-11-23,357.279999,358.820007,354.869995,357.459991,63230600.0,Monday,0,-0.6847817113443389,0,-0.6069966433566386,1,0.5487890331079651,1,0.599443919153377,0
11/30/20 to 12/7/20,2020-12-03,366.679993,368.190002,365.5,366.690002,62882000.0,Thursday,2020-12-04,367.320007,369.850006,367.220001,369.850006,50749900.0,Friday,2020-12-07,369.019989,369.619995,367.720001,369.089996,48944300.0,Monday,1,0.8617644284722044,1,0.6887724468545031,0,-0.2244198963187249,0,-0.2054914121050527,0
12/7/20 to 12/14/20,2020-12-10,365.369995,367.859985,364.429993,366.730011,57735400.0,Thursday,2020-12-11,364.899994,366.73999,363.26001,366.299988,57698600.0,Friday,2020-12-14,368.640015,369.799988,364.470001,364.660004,69216200.0,Monday,0,-0.1172587426994093,1,0.3836651200383392,1,0.6388280307560427,0,-0.4477160943832654,0
12/14/20 to 12/21/20,2020-12-17,371.940002,372.459991,371.049988,372.23999,64119500.0,Thursday,2020-12-18,370.970001,371.149994,367.019989,369.179993,136542300.0,Friday,2020-12-21,364.970001,378.459991,362.029999,367.859985,96386700.0,Monday,0,-0.8220495062875843,0,-0.4825209572673776,0,-1.1403629881969253,0,-0.3575513367540558,1
1/4/21 to 1/11/21,2021-01-07,376.100006,379.899994,375.910004,379.100006,68766800.0,Thursday,2021-01-08,380.589996,381.48999,377.100006,381.26001,71677200.0,Friday,2021-01-11,377.850006,380.579987,377.720001,378.690002,51034700.0,Monday,1,0.5697715552133267,1,0.1760461407398731,0,-0.8944037954570726,0,-0.6740827604762508,0
1/18/21 to 1/25/21,2021-01-21,384.48999,384.950012,383.25,384.23999,47840100.0,Thursday,2021-01-22,382.25,384.130005,381.839996,382.880005,52860500.0,Friday,2021-01-25,383.670013,384.769989,378.459991,384.390015,70402000.0,Monday,0,-0.3539415561612925,1,0.1648149117069935,1,0.2063330520485132,1,0.3943820466676035,0
1/25/21 to 2/1/21,2021-01-28,376.359985,381.929993,375.890015,377.630005,94198100.0,Thursday,2021-01-29,375.630005,376.670013,368.269989,370.070007,126765100.0,Friday,2021-02-01,373.720001,377.339996,370.380005,376.230011,75817600.0,Monday,0,-2.0019590339491184,0,-1.4801794121851388,1,0.9862982492391096,1,1.664550999400504,0
2/1/21 to 2/8/21,2021-02-04,382.959991,386.23999,381.970001,386.190002,47142600.0,Thursday,2021-02-05,388.200012,388.470001,386.140015,387.709991,48669800.0,Friday,2021-02-08,389.269989,390.559998,388.350006,390.51001,38365200.0,Monday,1,0.3935857976975824,0,-0.1262290017652067,1,0.402362084086713,1,0.7221941825068986,0
2/15/21 to 2/22/21,2021-02-18,389.589996,391.519989,387.73999,390.720001,59712800.0,Thursday,2021-02-19,392.070007,392.380005,389.549988,390.029999,83241000.0,Friday,2021-02-22,387.059998,389.619995,386.73999,387.029999,67414200.0,Monday,0,-0.1765975630205963,0,-0.5203172809900759,0,-0.7614801445054917,0,-0.7691716041565306,0
2/22/21 to 3/1/21,2021-02-25,390.410004,391.880005,380.779999,382.329987,146670500.0,Thursday,2021-02-26,384.350006,385.579987,378.230011,380.359985,152701600.0,Friday,2021-03-01,385.589996,390.920013,380.570007,389.579987,105348800.0,Monday,0,-0.5152622255601474,0,-1.0381217478112938,1,1.3750160916637932,1,2.424019971501477,0
3/1/21 to 3/8/21,2021-03-04,381.220001,384.0,371.880005,376.700012,183433000.0,Thursday,2021-03-05,380.459991,384.76001,372.640015,383.630005,152039600.0,Friday,2021-03-08,384.660004,387.679993,381.420013,381.720001,123149200.0,Monday,1,1.8396582902152836,1,0.8332056129392014,1,0.2684876017453411,0,-0.4978765933597811,0
3/8/21 to 3/15/21,2021-03-11,392.230011,395.649994,391.73999,393.529999,86245000.0,Thursday,2021-03-12,392.070007,394.209991,391.200012,394.059998,64653600.0,Friday,2021-03-15,394.329987,396.690002,392.029999,396.410004,73427200.0,Monday,1,0.1346781697321205,1,0.5075601205067523,1,0.0685146935416696,1,0.5963574105281316,0
3/15/21 to 3/22/21,2021-03-18,394.480011,396.720001,390.75,391.480011,115349100.0,Thursday,2021-03-19,389.880005,391.570007,387.149994,389.480011,113624500.0,Friday,2021-03-22,390.029999,394.070007,389.970001,392.589996,73778600.0,Monday,0,-0.5108817676006451,0,-0.1025941302119334,1,0.1412108412413454,1,0.7984966910150351,1
3/22/21 to 3/29/21,2021-03-25,385.980011,390.549988,383.899994,389.700012,116128600.0,Thursday,2021-03-26,390.929993,396.410004,390.290009,395.980011,114409100.0,Friday,2021-03-29,394.399994,396.75,392.809998,395.779999,108107600.0,Monday,1,1.6114957163511647,1,1.291795996834647,0,-0.3990143330745041,0,-0.0505106304469533,0
4/5/21 to 4/12/21,2021-04-08,407.929993,408.579987,406.929993,408.519989,57863100.0,Thursday,2021-04-09,408.390015,411.670013,408.26001,411.48999,61104600.0,Friday,2021-04-12,410.850006,411.929993,410.200012,411.640015,56704900.0,Monday,1,0.7270148536109865,1,0.7590721825067079,0,-0.1555284491853544,1,0.0364589670820492,0
4/12/21 to 4/19/21,2021-04-15,413.73999,416.160004,413.690002,415.869995,60229800.0,Thursday,2021-04-16,417.25,417.910004,415.730011,417.26001,82037300.0,Friday,2021-04-19,416.26001,416.73999,413.790009,415.209991,78498500.0,Monday,1,0.3342426760074396,1,0.0023990413421264,0,-0.2396587202305823,0,-0.491304929988383,0
4/19/21 to 4/26/21,2021-04-22,415.890015,416.779999,411.130005,412.269989,97582800.0,Thursday,2021-04-23,412.869995,418.25,412.790009,416.73999,73209200.0,Friday,2021-04-26,417.440002,418.220001,416.809998,417.609985,52182400.0,Monday,1,1.0842411815719062,1,0.937339851979304,1,0.1679733207269154,1,0.2087620628872254,0
4/26/21 to 5/3/21,2021-04-29,420.320007,420.720001,416.440002,420.059998,78544300.0,Thursday,2021-04-30,417.630005,418.540009,416.339996,417.299988,85527000.0,Friday,2021-05-03,419.429993,419.839996,417.670013,418.200012,68128300.0,Monday,0,-0.6570513767416679,0,-0.0790213816174434,1,0.5104253681406863,1,0.215677935749193,0
5/3/21 to 5/10/21,2021-05-06,415.829987,419.209991,413.679993,419.070007,74321400.0,Thursday,2021-05-07,419.890015,422.820007,419.160004,422.119995,67733800.0,Friday,2021-05-10,422.5,422.73999,417.809998,417.940002,81852400.0,Monday,1,0.7277991622053834,1,0.531086694214439,1,0.090022980313923,0,-0.9902380956865178,0
5/10/21 to 5/17/21,2021-05-13,407.070007,412.350006,407.019989,410.279999,106394000.0,Thursday,2021-05-14,413.209991,417.48999,413.179993,416.579987,82201600.0,Friday,2021-05-17,415.390015,416.390015,413.359985,415.519989,65129200.0,Monday,1,1.5355337855502047,1,0.8155649847295233,0,-0.2856527046749395,0,-0.2544524540493605,0
5/17/21 to 5/24/21,2021-05-20,411.799988,416.630005,411.670013,415.279999,78022200.0,Thursday,2021-05-21,416.869995,418.200012,414.450012,414.940002,76578700.0,Friday,2021-05-24,417.339996,420.320007,417.079987,419.170013,51376700.0,Monday,0,-0.0818717493784194,0,-0.4629723950269015,1,0.5783954278768216,1,1.0194271411797966,0
5/31/21 to 6/7/21,2021-06-03,417.850006,419.98999,416.279999,418.769989,58138800.0,Thursday,2021-06-04,420.75,422.920013,418.839996,422.600006,55938800.0,Friday,2021-06-07,422.589996,422.779999,421.190002,422.190002,51555000.0,Monday,1,0.9145872676181668,1,0.4396924539512793,0,-0.0023686701036209,0,-0.0970194023139732,0
6/7/21 to 6/14/21,2021-06-10,422.959991,424.630005,421.549988,423.609985,51020100.0,Thursday,2021-06-11,424.200012,424.429993,422.820007,424.309998,45570800.0,Friday,2021-06-14,424.429993,425.369995,423.100006,425.26001,42358500.0,Monday,1,0.1652494097843356,1,0.0259278634815295,1,0.0282800312426334,1,0.2238957376630128,0
6/14/21 to 6/21/21,2021-06-17,421.670013,423.019989,419.320007,421.970001,90949700.0,Thursday,2021-06-18,417.089996,417.829987,414.700012,414.920013,118676300.0,Friday,2021-06-21,416.799988,421.059998,415.929993,420.859985,72822000.0,Monday,0,-1.6707320386029152,0,-0.5202673333838489,1,0.4530933532001026,1,1.4315944793918658,1
6/21/21 to 6/28/21,2021-06-24,424.890015,425.549988,424.619995,425.100006,45110300.0,Thursday,2021-06-25,425.899994,427.089996,425.549988,426.609985,58129500.0,Friday,2021-06-28,427.170013,427.649994,425.890015,427.470001,53159600.0,Monday,1,0.3552055936691723,1,0.1667036886598318,1,0.131274001943482,1,0.2015930311617132,0
7/5/21 to 7/12/21,2021-07-08,428.779999,431.730011,427.519989,430.920013,97595200.0,Thursday,2021-07-09,432.529999,435.839996,430.709991,435.519989,76238600.0,Friday,2021-07-12,435.429993,437.350006,434.970001,437.079987,52889600.0,Monday,1,1.0674779219409396,1,0.6912792192247535,0,-0.0206640343205889,1,0.3581920553364101,0
7/12/21 to 7/19/21,2021-07-15,434.809998,435.529999,432.720001,434.75,55126400.0,Thursday,2021-07-16,436.01001,436.059998,430.920013,431.339996,75874700.0,Friday,2021-07-19,426.190002,431.410004,421.970001,424.970001,147987000.0,Monday,0,-0.784359746981027,0,-1.0710795378298854,0,-1.1939523456572745,0,-1.4767921034616878,0
7/19/21 to 7/26/21,2021-07-22,434.73999,435.720001,433.690002,435.459991,47878500.0,Thursday,2021-07-23,437.519989,440.299988,436.790009,439.940002,63766600.0,Friday,2021-07-26,439.309998,441.029999,439.26001,441.019989,43719200.0,Monday,1,1.0287996813925415,1,0.5531205569672802,0,-0.143202254201923,1,0.2454850650293939,0
7/26/21 to 8/2/21,2021-07-29,439.820007,441.799988,439.809998,440.649994,47435300.0,Thursday,2021-07-30,437.910004,440.059998,437.769989,438.51001,68951200.0,Friday,2021-08-02,440.339996,440.929993,437.209991,437.589996,58783300.0,Monday,0,-0.4856425800836321,1,0.1370158239180138,1,0.4173190938104155,0,-0.2098045606758297,0
8/2/21 to 8/9/21,2021-08-05,440.220001,441.850006,439.880005,441.76001,38969700.0,Thursday,2021-08-06,442.100006,442.940002,441.799988,442.48999,46930000.0,Friday,2021-08-09,442.459991,442.799988,441.309998,442.130005,41222600.0,Monday,1,0.1652435674292824,1,0.0882117156089724,0,-0.0067795883924911,0,-0.081354382728521,0
8/9/21 to 8/16/21,2021-08-12,443.619995,445.26001,442.660004,445.109985,38909400.0,Thursday,2021-08-13,445.589996,445.940002,445.070007,445.920013,39470300.0,Friday,2021-08-16,444.529999,447.109985,442.869995,446.970001,73740000.0,Monday,1,0.1819837854232787,1,0.0740629284684385,0,-0.3117182363376025,1,0.2354655474949588,0
8/16/21 to 8/23/21,2021-08-19,436.269989,441.140015,436.119995,439.859985,92812200.0,Thursday,2021-08-20,440.230011,443.709991,439.709991,443.359985,72008700.0,Friday,2021-08-23,445.160004,448.230011,443.440002,447.26001,54973000.0,Monday,1,0.7957077523203208,1,0.7109860576951907,1,0.4059949162981003,1,0.8796520055818812,0
8/23/21 to 8/30/21,2021-08-26,448.609985,448.859985,446.160004,446.26001,57829600.0,Thursday,2021-08-27,447.119995,450.649994,447.059998,450.25,77235100.0,Friday,2021-08-30,450.970001,453.070007,450.709991,452.230011,48357400.0,Monday,1,0.8940953503765612,1,0.7000369106731589,1,0.159911382565247,1,0.4397581343697924,0
9/6/21 to 9/13/21,2021-09-09,450.700012,452.570007,448.720001,448.980011,57970400.0,Thursday,2021-09-10,451.040009,451.48999,445.309998,445.440002,89948200.0,Friday,2021-09-13,448.640015,448.920013,444.109985,446.579987,83738600.0,Monday,0,-0.7884558139048194,0,-1.2415765537996886,1,0.7183937198348012,1,0.2559233555319588,0
9/13/21 to 9/20/21,2021-09-16,447.320007,448.359985,444.019989,447.170013,77786700.0,Thursday,2021-09-17,444.920013,445.369995,441.019989,441.399994,118425000.0,Friday,2021-09-20,434.880005,436.559998,428.859985,434.040009,166445500.0,Monday,0,-1.290341219727538,0,-0.7911577131056119,0,-1.4771157880894783,0,-1.6674184639884693,1
9/20/21 to 9/27/21,2021-09-23,439.850006,444.890015,439.600006,443.179993,76396000.0,Thursday,2021-09-24,441.440002,444.670013,441.209991,443.910004,62094800.0,Friday,2021-09-27,442.809998,444.049988,441.899994,442.640015,61371100.0,Monday,1,0.1647211091498867,1,0.5595328898172718,0,-0.2477993264598758,0,-0.2860915475110602,0
9/27/21 to 10/4/21,2021-09-30,436.019989,436.769989,428.779999,429.140015,140506000.0,Thursday,2021-10-01,430.980011,436.029999,427.230011,434.23999,129240100.0,Friday,2021-10-04,433.0,433.959991,426.359985,428.640015,128570000.0,Monday,1,1.1884174912003889,1,0.7564107190112785,0,-0.2855540780571539,0,-1.2896037050848248,0
10/4/21 to 10/11/21,2021-10-07,438.390015,441.679993,438.200012,438.660004,72437500.0,Thursday,2021-10-08,439.480011,439.890015,437.190002,437.859985,74557400.0,Friday,2021-10-11,437.160004,440.26001,434.619995,434.690002,65233300.0,Monday,0,-0.1823779220136104,0,-0.368623363850784,0,-0.1598641172931067,0,-0.7239718422773896,0
10/11/21 to 10/18/21,2021-10-14,439.079987,442.660004,438.579987,442.5,70236800.0,Thursday,2021-10-15,444.75,446.26001,444.089996,445.869995,66260200.0,Friday,2021-10-18,443.970001,447.549988,443.269989,447.190002,62213200.0,Monday,1,0.7615807909604558,1,0.2518257448004535,0,-0.426131836927038,1,0.2960519915676262,0
10/18/21 to 10/25/21,2021-10-21,451.769989,453.829987,451.309998,453.589996,41305400.0,Thursday,2021-10-22,453.130005,454.670013,451.049988,453.119995,58845100.0,Friday,2021-10-25,454.279999,455.899994,452.390015,455.549988,45214500.0,Monday,0,-0.1036180260024887,0,-0.0022090790478475,1,0.2560037104520091,1,0.5362802407340174,0
10/25/21 to 11/1/21,2021-10-28,455.459991,458.399994,455.450012,458.320007,51437900.0,Thursday,2021-10-29,455.869995,459.559998,455.559998,459.25,70162400.0,Friday,2021-11-01,460.299988,460.700012,458.200012,460.040009,48433600.0,Monday,1,0.2029134634744462,1,0.741440550392,1,0.2286310288513848,1,0.172021556886227,0
11/1/21 to 11/8/21,2021-11-04,465.359985,467.0,464.98999,466.910004,52847100.0,Thursday,2021-11-05,469.279999,470.649994,466.920013,468.529999,66390600.0,Friday,2021-11-08,469.700012,470.230011,468.200012,468.929993,50405200.0,Monday,1,0.3469608674308808,0,-0.1598192979880227,1,0.249719975774708,1,0.0853721214978273,0
11/8/21 to 11/15/21,2021-11-11,465.209991,465.290009,463.75,463.769989,34848500.0,Thursday,2021-11-12,465.119995,467.859985,464.109985,467.269989,53466700.0,Friday,2021-11-15,468.640015,468.809998,466.230011,467.429993,46980500.0,Monday,1,0.7546844519945856,1,0.4622450170089962,1,0.2931979438551094,1,0.0342423018312042,0
11/15/21 to 11/22/21,2021-11-18,469.23999,470.01001,466.339996,469.730011,50625600.0,Thursday,2021-11-19,469.609985,470.940002,468.5,468.890015,57315600.0,Friday,2021-11-22,470.890015,473.540009,467.350006,467.570007,72762000.0,Monday,0,-0.1788252784214771,0,-0.1533123278884262,1,0.4265392599584361,0,-0.281517617729614,0
11/29/21 to 12/6/21,2021-12-02,450.730011,459.070007,450.309998,457.399994,127637800.0,Thursday,2021-12-03,459.170013,460.299988,448.920013,453.420013,137331600.0,Friday,2021-12-06,456.130005,460.790009,453.559998,458.790009,98977500.0,Monday,0,-0.8701314062544586,0,-1.2522594762737698,1,0.5976780738171784,1,1.18433149089959,0
12/6/21 to 12/13/21,2021-12-09,468.149994,469.630005,466.140015,466.350006,61272600.0,Thursday,2021-12-10,469.230011,470.899994,466.51001,470.73999,77159800.0,Friday,2021-12-13,470.190002,470.559998,466.269989,466.570007,87724700.0,Monday,1,0.9413496179948522,1,0.3217993232747398,0,-0.1168347732683566,0,-0.8858357243029219,0
12/13/21 to 12/20/21,2021-12-16,472.570007,472.869995,464.799988,466.450012,116568600.0,Thursday,2021-12-17,461.549988,464.73999,458.059998,459.869995,135511600.0,Friday,2021-12-20,454.480011,455.399994,451.140015,454.980011,107134800.0,Monday,0,-1.410658555197979,0,-0.363989393062224,0,-1.1720669012119451,0,-1.0633405208356823,1
12/27/21 to 1/3/22,2021-12-30,477.929993,479.0,475.670013,476.160004,55329000.0,Thursday,2021-12-31,475.640015,476.859985,474.670013,474.959991,65237400.0,Friday,2022-01-03,476.299988,477.850006,473.850006,477.709991,72668200.0,Monday,0,-0.252018857089898,0,-0.1429703091738408,1,0.2821283951051748,1,0.578996136960934,0
1/3/22 to 1/10/22,2022-01-06,467.890015,470.820007,465.429993,467.940002,86858900.0,Thursday,2022-01-07,467.950012,469.200012,464.649994,466.089996,85111600.0,Friday,2022-01-10,462.700012,465.73999,456.600006,465.51001,119362000.0,Monday,0,-0.3953511117008559,0,-0.3974817720487695,0,-0.7273239136417702,0,-0.1244364832923731,0
1/17/22 to 1/24/22,2022-01-20,453.75,458.73999,444.5,446.75,122379700.0,Thursday,2022-01-21,445.559998,448.059998,437.950012,437.980011,202271200.0,Friday,2022-01-24,432.029999,440.380005,420.76001,439.839996,251783900.0,Monday,0,-1.963064129826527,0,-1.7012270028783008,0,-1.3585122267143863,1,0.4246734904073042,0
1/24/22 to 1/31/22,2022-01-27,438.26001,441.589996,429.450012,431.23999,149878300.0,Thursday,2022-01-28,432.679993,442.0,427.820007,441.950012,164457400.0,Friday,2022-01-31,441.23999,450.279999,439.809998,449.910004,152251400.0,Monday,1,2.483541009264943,1,2.142465367008543,0,-0.1606566310037882,1,1.8011068636423069,0
1/31/22 to 2/7/22,2022-02-03,450.950012,452.970001,445.709991,446.600006,118024400.0,Thursday,2022-02-04,446.350006,452.779999,443.829987,448.700012,118454400.0,Friday,2022-02-07,449.51001,450.98999,445.850006,447.26001,84472900.0,Monday,1,0.4702207729034396,1,0.5264939998678991,1,0.1805210560145934,0,-0.3209275599484478,0
2/7/22 to 2/14/22,2022-02-10,451.339996,457.709991,447.200012,449.320007,140103700.0,Thursday,2022-02-11,449.410004,451.609985,438.940002,440.459991,153214600.0,Friday,2022-02-14,439.920013,441.600006,435.339996,439.019989,123006300.0,Monday,0,-1.971872131658712,0,-1.9915028415789369,0,-0.1225941086667322,0,-0.3269313965907956,0
2/21/22 to 2/28/22,2022-02-24,411.019989,428.76001,410.640015,428.299988,213942900.0,Thursday,2022-02-25,429.609985,437.839996,427.859985,437.75,121804500.0,Friday,2022-02-28,432.029999,438.200012,430.700012,436.630005,145615000.0,Monday,1,2.2064002486033263,1,1.894745300205256,0,-1.306682124500291,0,-0.2558526556253608,0
2/28/22 to 3/7/22,2022-03-03,440.470001,441.109985,433.799988,435.709991,105501700.0,Thursday,2022-03-04,431.75,433.369995,427.880005,432.170013,113978200.0,Friday,2022-03-07,431.549988,432.299988,419.359985,419.429993,137896600.0,Monday,0,-0.812461975424387,1,0.0972815286624164,0,-0.1434678439848158,0,-2.947918554450921,0
3/7/22 to 3/14/22,2022-03-10,422.519989,426.429993,420.440002,425.480011,93972700.0,Thursday,2022-03-11,428.119995,428.769989,419.529999,420.070007,95636300.0,Friday,2022-03-14,420.890015,424.549988,415.790009,417.0,95729200.0,Monday,0,-1.2715060308673385,0,-1.880311149681304,1,0.1952074621695211,0,-0.7308322300668268,0
3/14/22 to 3/21/22,2022-03-17,433.589996,441.070007,433.190002,441.070007,102676900.0,Thursday,2022-03-18,438.0,444.859985,437.220001,444.519989,106345500.0,Friday,2022-03-21,444.339996,446.459991,440.679993,444.390015,88349800.0,Monday,1,0.782184674824202,1,1.488581963470322,0,-0.0404915424399563,0,-0.0292391800630599,1
3/21/22 to 3/28/22,2022-03-24,445.940002,450.5,444.76001,450.48999,64736900.0,Thursday,2022-03-25,451.160004,452.980011,448.429993,452.690002,77101300.0,Friday,2022-03-28,452.059998,455.910004,450.059998,455.910004,68529800.0,Monday,1,0.4883597968514273,1,0.3391253627172096,0,-0.139168967111402,1,0.7113039797154659,0
3/28/22 to 4/4/22,2022-03-31,457.890015,458.76001,451.160004,451.640015,121699900.0,Thursday,2022-04-01,453.309998,453.459991,449.140015,452.920013,89048800.0,Friday,2022-04-04,453.130005,456.910004,452.26001,456.799988,59601000.0,Monday,1,0.2834111144912564,0,-0.0860305313627837,1,0.0463640364683995,1,0.856657884093102,0
4/4/22 to 4/11/22,2022-04-07,445.589996,450.690002,443.529999,448.769989,78097200.0,Thursday,2022-04-08,447.970001,450.630005,445.940002,447.570007,79272700.0,Friday,2022-04-11,444.109985,445.0,439.390015,439.920013,89770500.0,Monday,0,-0.2673935489032966,0,-0.0892903540654833,0,-0.7730683347599699,0,-1.7092284738373886,0
4/18/22 to 4/25/22,2022-04-21,448.540009,450.01001,437.100006,438.059998,85417300.0,Thursday,2022-04-22,436.910004,438.079987,425.440002,426.040009,132471800.0,Friday,2022-04-25,423.670013,428.690002,418.839996,428.51001,119647700.0,Monday,0,-2.743913859945735,0,-2.487925408089309,0,-0.5562848441306869,1,0.5797579916960391,0
4/25/22 to 5/2/22,2022-04-28,422.290009,429.640015,417.600006,427.809998,105449100.0,Thursday,2022-04-29,423.589996,425.869995,411.209991,412.0,145491100.0,Friday,2022-05-02,412.070007,415.920013,405.019989,414.480011,158312500.0,Monday,0,-3.695565338330407,0,-2.736135439799193,1,0.0169919902912561,1,0.6019444174757259,0
5/2/22 to 5/9/22,2022-05-05,424.549988,425.0,409.440002,413.809998,172929100.0,Thursday,2022-05-06,411.100006,414.799988,405.730011,411.339996,151770800.0,Friday,2022-05-09,405.100006,406.410004,396.5,398.170013,155586100.0,Monday,0,-0.5968927797631468,1,0.0583775228648324,0,-1.5169908252734017,0,-3.20172682648638,0
5/9/22 to 5/16/22,2022-05-12,389.369995,395.799988,385.149994,392.339996,125090800.0,Thursday,2022-05-13,396.709991,403.179993,395.609985,401.720001,104174400.0,Friday,2022-05-16,399.980011,403.970001,397.600006,400.089996,78622400.0,Monday,1,2.3907848028830685,1,1.2628897969953126,0,-0.4331350183383162,0,-0.4057564960525925,0
5/16/22 to 5/23/22,2022-05-19,388.619995,394.140015,387.109985,389.459991,98510700.0,Thursday,2022-05-20,393.25,397.029999,380.540009,389.630005,131432200.0,Friday,2022-05-23,392.829987,397.730011,390.380005,396.920013,76414900.0,Monday,1,0.0436537780333848,0,-0.9205327399872898,1,0.8212873646627995,1,1.871007855260018,0
5/30/22 to 6/6/22,2022-06-02,409.420013,417.440002,407.040009,417.390015,79609600.0,Thursday,2022-06-03,412.399994,414.040009,409.51001,410.540009,71874300.0,Friday,2022-06-06,414.779999,416.609985,410.549988,411.790009,57508900.0,Monday,0,-1.6411523404554869,0,-0.4510147980264022,1,1.0327836281603378,1,0.304477023577987,0
6/6/22 to 6/13/22,2022-06-09,409.339996,411.73999,401.440002,401.440002,86289800.0,Thursday,2022-06-10,394.880005,395.779999,389.75,389.799988,132893900.0,Friday,2022-06-13,379.850006,381.809998,373.299988,375.0,170004900.0,Monday,0,-2.8995650513174342,0,-1.286471063532325,0,-2.552586533173516,0,-3.796815919860928,0
