PrecedingWeekToFollowingWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent
4/29/19 to 5/6/19,2019-05-03,292.820007,294.339996,291.299988,294.029999,56543700,Friday,2019-05-06,289.25,293.309998,288.899994,292.820007,107198100,Monday,0,-1.6256841193948972,0,-0.41151991433363905
5/6/19 to 5/13/19,2019-05-10,285.619995,288.940002,282.299988,288.100006,112429300,Friday,2019-05-13,282.420013,283.48999,279.929993,280.859985,127290500,Monday,0,-1.9715351897632465,0,-2.513023550579174
5/13/19 to 5/20/19,2019-05-17,285.140015,288.600006,285.119995,285.839996,100353000,Friday,2019-05-20,284.059998,285.959991,283.119995,283.950012,62877600,Monday,0,-0.6227253095819305,0,-0.6612034797257589
5/20/19 to 5/27/19,2019-05-24,283.73999,284.200012,282.089996,282.779999,55268100,Friday,2019-05-28,283.089996,284.149994,280.130005,280.149994,70029400,Tuesday,1,0.10962479704938746,0,-0.930053401690543
5/27/19 to 6/3/19,2019-05-31,276.200012,277.119995,275.23999,275.269989,86862800,Friday,2019-06-03,275.309998,276.549988,273.089996,274.570007,96428000,Monday,1,0.014534457659311979,0,-0.2542892534500134
6/3/19 to 6/10/19,2019-06-07,285.929993,288.850006,285.73999,287.649994,74272200,Friday,2019-06-10,289.369995,290.820007,288.869995,288.970001,60799100,Monday,1,0.5979492563452043,1,0.45889345646919516
6/10/19 to 6/17/19,2019-06-14,289.26001,289.929993,288.410004,289.26001,52324700,Friday,2019-06-17,289.519989,290.220001,289.179993,289.369995,39205700,Monday,1,0.08987726993440506,1,0.038022884670437046
6/17/19 to 6/24/19,2019-06-21,294.130005,295.519989,293.76001,294.0,83309500,Friday,2019-06-24,294.230011,294.579987,293.470001,293.640015,47582700,Monday,1,0.07823503401360218,0,-0.1224438775510186
6/24/19 to 7/1/19,2019-06-28,292.579987,293.549988,292.01001,293.0,59350900,Friday,2019-07-01,296.679993,296.920013,294.329987,295.660004,78705600,Monday,1,1.255970307167244,1,0.9078511945392543
7/1/19 to 7/8/19,2019-07-05,297.440002,298.640015,296.01001,298.459991,51677300,Friday,2019-07-08,297.01001,298.26001,296.220001,296.820007,45841800,Monday,0,-0.48582089516982524,0,-0.5494820242087411
7/8/19 to 7/15/19,2019-07-12,299.850006,300.730011,299.51001,300.649994,40326000,Friday,2019-07-15,301.130005,301.130005,300.190002,300.75,33900000,Monday,1,0.15965774474620162,1,0.03326326359414715
7/15/19 to 7/22/19,2019-07-19,300.040009,300.070007,296.980011,297.170013,58678600,Friday,2019-07-22,297.609985,298.5,297.040009,297.899994,43638100,Monday,1,0.14805396936197987,1,0.24564423328945015
7/22/19 to 7/29/19,2019-07-26,300.76001,302.230011,300.619995,302.01001,45084100,Friday,2019-07-29,301.880005,302.01001,300.850006,301.459991,38126500,Monday,0,-0.04304658643600577,0,-0.1821194602126003
7/29/19 to 8/5/19,2019-08-02,293.850006,294.119995,290.899994,292.619995,116749700,Friday,2019-08-05,288.089996,288.209991,281.720001,283.820007,178745400,Monday,0,-1.5480825225220962,0,-3.0073091895172923
8/5/19 to 8/12/19,2019-08-09,292.579987,293.23999,289.649994,291.619995,93730000,Friday,2019-08-12,289.959991,291.609985,287.019989,288.070007,65527600,Monday,0,-0.5692353159803102,0,-1.2173335370916667
8/12/19 to 8/19/19,2019-08-16,286.480011,289.329987,284.709991,288.850006,83018300,Friday,2019-08-19,292.190002,293.079987,291.440002,292.329987,53571800,Monday,1,1.1563080943816857,1,1.2047709633767532
8/19/19 to 8/26/19,2019-08-23,290.920013,292.76001,283.470001,284.850006,149161500,Friday,2019-08-26,287.269989,288.0,285.579987,288.0,72423800,Monday,1,0.8495639631476792,1,1.1058430520096225
8/26/19 to 9/2/19,2019-08-30,294.220001,294.23999,291.420013,292.450012,62901200,Friday,2019-09-03,290.570007,291.579987,289.269989,290.73999,69101400,Tuesday,0,-0.6428466140736693,0,-0.5847228346155915
9/2/19 to 9/9/19,2019-09-06,298.170013,298.76001,297.420013,298.049988,49584300,Friday,2019-09-09,299.140015,299.23999,297.160004,298.200012,51260300,Monday,1,0.3657195248738009,1,0.05033518068788863
9/9/19 to 9/16/19,2019-09-13,301.779999,302.170013,300.679993,301.089996,62104800,Friday,2019-09-16,299.839996,301.140015,299.450012,300.160004,58191200,Monday,0,-0.41515826384347887,0,-0.3088750912866498
9/16/19 to 9/23/19,2019-09-20,300.359985,300.670013,297.410004,298.279999,89565000,Friday,2019-09-23,297.549988,299.0,297.269989,298.209991,43476800,Monday,0,-0.24474017783538699,0,-0.02347056464887979
9/23/19 to 9/30/19,2019-09-27,297.829987,297.950012,293.690002,295.399994,84746600,Friday,2019-09-30,295.970001,297.549988,295.920013,296.769989,51662400,Monday,1,0.19296107365527987,1,0.46377624503269865
9/30/19 to 10/7/19,2019-10-04,291.140015,294.630005,291.079987,294.350006,65091200,Friday,2019-10-07,293.470001,295.26001,292.769989,293.079987,59610500,Monday,0,-0.29896551114729136,0,-0.43146559337932905
10/7/19 to 10/14/19,2019-10-11,296.269989,298.73999,296.140015,296.279999,98720400,Friday,2019-10-14,295.929993,296.670013,295.570007,295.950012,40394800,Monday,0,-0.11813352274243485,0,-0.11137673859650585
10/14/19 to 10/21/19,2019-10-18,298.690002,299.399994,297.029999,297.970001,64304000,Friday,2019-10-21,299.420013,300.209991,298.940002,299.98999,39048600,Monday,1,0.48663019603774077,1,0.6779169021112137
10/21/19 to 10/28/19,2019-10-25,299.73999,302.200012,299.679993,301.600006,45205400,Friday,2019-10-28,302.940002,303.850006,302.910004,303.299988,42147000,Monday,1,0.44429574712938996,1,0.5636544980705263
10/28/19 to 11/4/19,2019-11-01,304.920013,306.190002,304.73999,306.140015,71141500,Friday,2019-11-04,307.850006,308.0,306.959991,307.369995,60606900,Monday,1,0.5585650082365098,1,0.40177041214295744
11/4/19 to 11/11/19,2019-11-08,307.799988,309.0,307.029999,308.940002,49032100,Friday,2019-11-11,307.420013,308.540009,307.269989,308.350006,35797300,Monday,0,-0.49200135630218894,0,-0.1909742979803519
11/11/19 to 11/18/19,2019-11-15,311.019989,311.839996,310.26001,311.790009,62023600,Friday,2019-11-18,311.529999,312.279999,311.029999,312.019989,49228000,Monday,0,-0.083392665734848,1,0.0737611832841032
11/18/19 to 11/25/19,2019-11-22,311.089996,311.23999,309.850006,310.959991,44850200,Friday,2019-11-25,311.980011,313.369995,311.980011,313.369995,48647200,Monday,1,0.3280229063294474,1,0.7750206038564025
11/25/19 to 12/2/19,2019-11-29,314.859985,315.130005,314.059998,314.309998,36592700,Friday,2019-12-02,314.589996,314.660004,311.170013,311.640015,75767800,Monday,1,0.08908338957769257,0,-0.8494744096559098
12/2/19 to 12/9/19,2019-12-06,314.119995,315.309998,314.109985,314.869995,48927000,Friday,2019-12-09,314.440002,315.179993,313.799988,313.880005,34838500,Monday,0,-0.13656207540512855,0,-0.31441230213124444
12/9/19 to 12/16/19,2019-12-13,316.869995,318.670013,316.019989,317.320007,81503900,Friday,2019-12-16,319.220001,320.149994,317.25,319.5,82749700,Monday,1,0.5987627499327672,1,0.6870014344856689
12/16/19 to 12/23/19,2019-12-20,320.459991,321.970001,319.390015,320.730011,147142100,Friday,2019-12-23,321.589996,321.649994,321.059998,321.220001,52990000,Monday,1,0.26813362345439967,1,0.15277335553112126
12/23/19 to 12/30/19,2019-12-27,323.73999,323.799988,322.279999,322.859985,42528800,Friday,2019-12-30,322.950012,323.100006,320.549988,321.079987,49729100,Monday,1,0.027884223559020642,0,-0.5513219608183956
12/30/19 to 1/6/20,2020-01-03,321.160004,323.640015,321.100006,322.410004,77709700,Friday,2020-01-06,320.48999,323.730011,320.359985,323.640015,55653900,Monday,0,-0.595519362358259,1,0.38150522153152244
1/6/20 to 1/13/20,2020-01-10,327.290009,327.459991,325.200012,325.709991,53029300,Friday,2020-01-13,326.390015,327.959991,325.920013,327.950012,47086800,Monday,1,0.20878205114684464,1,0.6877348137595242
1/13/20 to 1/20/20,2020-01-17,331.700012,332.179993,330.850006,331.950012,95846000,Friday,2020-01-21,330.899994,332.179993,330.820007,331.299988,77742400,Tuesday,0,-0.3163181087639252,0,-0.19581984530852503
1/20/20 to 1/27/20,2020-01-24,332.440002,332.529999,327.359985,328.769989,87578400,Friday,2020-01-27,323.029999,325.119995,322.660004,323.5,84062500,Monday,0,-1.7458984068038017,0,-1.602941015397853
1/27/20 to 2/3/20,2020-01-31,327.0,327.170013,320.730011,321.730011,113845600,Friday,2020-02-03,323.350006,326.160004,323.220001,324.119995,69083000,Monday,1,0.5035262315022322,1,0.7428539204569345
2/3/20 to 2/10/20,2020-02-07,332.820007,333.98999,331.600006,332.200012,64139400,Friday,2020-02-10,331.230011,334.75,331.190002,334.679993,42070000,Monday,0,-0.2919930659123591,1,0.7465324835689678
2/10/20 to 2/17/20,2020-02-14,337.51001,337.730011,336.200012,337.600006,64582200,Friday,2020-02-18,336.51001,337.670013,335.209991,336.730011,57226200,Tuesday,0,-0.3228661080059297,0,-0.25769993617832376
2/17/20 to 2/24/20,2020-02-21,335.470001,335.809998,332.579987,333.480011,113788200,Friday,2020-02-24,323.140015,333.559998,321.23999,322.420013,161088400,Monday,0,-3.1006344185349044,0,-3.3165400129484843
2/24/20 to 3/2/20,2020-02-28,288.700012,297.890015,285.540009,296.26001,384975800,Friday,2020-03-02,298.209991,309.160004,294.459991,309.089996,238703600,Monday,1,0.6581991946871195,1,4.330650633543137
3/2/20 to 3/9/20,2020-03-06,293.149994,298.779999,290.230011,297.459991,228667200,Friday,2020-03-09,275.299988,284.190002,273.450012,274.230011,309417300,Monday,0,-7.449742375605739,0,-7.809446884572793
3/9/20 to 3/16/20,2020-03-13,263.089996,271.480011,248.520004,269.320007,329566100,Friday,2020-03-16,241.179993,256.899994,237.360001,239.850006,297240000,Monday,0,-10.448541982994966,0,-10.94237347171908
3/16/20 to 3/23/20,2020-03-20,242.529999,244.470001,228.5,228.800003,347158800,Friday,2020-03-23,228.190002,229.679993,218.259995,222.949997,326025200,Monday,0,-0.2666088251755884,0,-2.5568207706710595
3/23/20 to 3/30/20,2020-03-27,253.270004,260.809998,251.050003,253.419998,224341200,Friday,2020-03-30,255.699997,262.429993,253.529999,261.649994,171369500,Monday,1,0.8996918230581012,1,3.247571645865138
3/30/20 to 4/6/20,2020-04-03,250.759995,253.320007,245.220001,248.190002,135561200,Friday,2020-04-06,257.839996,267.0,248.169998,264.859985,188061200,Monday,1,3.8881477586675683,1,6.7166214858243976
4/6/20 to 4/13/20,2020-04-09,277.579987,281.200012,275.470001,278.200012,189999200,Thursday,2020-04-13,277.140015,277.51001,271.410004,275.660004,114839100,Monday,0,-0.381019753514608,0,-0.913015057670091
4/13/20 to 4/20/20,2020-04-17,285.380005,287.299988,282.399994,286.640015,146684800,Friday,2020-04-20,282.609985,286.790009,281.350006,281.589996,100109300,Monday,0,-1.4059551315611012,0,-1.761798330913435
4/20/20 to 4/27/20,2020-04-24,280.730011,283.700012,278.5,282.970001,85063200,Friday,2020-04-27,285.119995,288.269989,284.619995,287.049988,77896600,Monday,1,0.7597957353790277,1,1.4418443600316344
4/27/20 to 5/4/20,2020-05-01,285.309998,290.660004,281.519989,282.790009,125180000,Friday,2020-05-04,280.73999,283.899994,279.130005,283.570007,80873200,Monday,0,-0.7249262473060073,1,0.2758223328887046
5/4/20 to 5/11/20,2020-05-08,291.089996,292.950012,289.859985,292.440002,76452400,Friday,2020-05-11,290.339996,294.0,289.880005,292.5,79514200,Monday,0,-0.7180980664881843,1,0.02051634509290125
5/11/20 to 5/18/20,2020-05-15,282.369995,286.329987,281.339996,286.279999,111146300,Friday,2020-05-18,293.049988,296.75,292.700012,295.0,119703800,Monday,1,2.364813826899591,1,3.045969341364999
5/18/20 to 5/25/20,2020-05-22,294.570007,295.630005,293.220001,295.440002,63958200,Friday,2020-05-26,301.929993,302.190002,295.459991,299.079987,88951400,Tuesday,1,2.1967204698299563,1,1.2320555697802982
5/25/20 to 6/1/20,2020-05-29,302.459991,304.959991,299.470001,304.320007,119090800,Friday,2020-06-01,303.619995,306.209991,303.059998,305.549988,55758300,Monday,0,-0.23002496842081055,1,0.4041735580007428
6/1/20 to 6/8/20,2020-06-05,317.230011,321.269989,317.160004,319.339996,150524700,Friday,2020-06-08,320.220001,323.410004,319.630005,323.200012,73641200,Monday,1,0.2755699289230403,1,1.2087480579789418
6/8/20 to 6/15/20,2020-06-12,308.23999,309.079987,298.600006,304.209991,194678900,Friday,2020-06-15,298.019989,308.279999,296.73999,307.049988,135782700,Monday,0,-2.034779324522577,1,0.9335646704647457
6/15/20 to 6/22/20,2020-06-19,314.170013,314.380005,306.529999,308.640015,135549600,Friday,2020-06-22,307.98999,311.049988,306.75,310.619995,74649400,Monday,0,-0.2106094376647914,1,0.6415175945348538
6/22/20 to 6/29/20,2020-06-26,306.160004,306.390015,299.420013,300.049988,127961000,Friday,2020-06-29,301.410004,304.609985,298.929993,304.459991,79773300,Monday,1,0.453263140940379,1,1.4697560994403431
6/29/20 to 7/6/20,2020-07-02,314.23999,315.700012,311.51001,312.230011,69344200,Thursday,2020-07-06,316.369995,317.679993,315.559998,317.049988,61713800,Monday,1,1.3259404458721384,1,1.5437263652403979
7/6/20 to 7/13/20,2020-07-10,314.309998,317.880005,312.76001,317.589996,57550400,Friday,2020-07-13,320.130005,322.709991,314.130005,314.839996,102997500,Monday,1,0.7997761365254079,0,-0.8658962922748991
7/13/20 to 7/20/20,2020-07-17,321.880005,322.570007,319.73999,321.720001,62774900,Friday,2020-07-20,321.429993,325.130005,320.619995,324.320007,56308800,Monday,0,-0.09014298119438345,1,0.8081580231003265
7/20/20 to 7/27/20,2020-07-24,320.950012,321.98999,319.25,320.880005,73766600,Friday,2020-07-27,321.630005,323.410004,320.769989,323.220001,48293000,Monday,1,0.2337322327079869,1,0.7292433194770245
7/27/20 to 8/3/20,2020-07-31,325.899994,326.630005,321.329987,326.519989,84986800,Friday,2020-08-03,328.320007,329.619995,327.730011,328.790009,53077900,Monday,1,0.5512734474580563,1,0.6952162429479893
8/3/20 to 8/10/20,2020-08-07,333.279999,334.880005,332.299988,334.570007,57308300,Friday,2020-08-10,335.059998,335.769989,332.959991,335.570007,44282100,Monday,1,0.1464539527597379,1,0.29889110771366906
8/10/20 to 8/17/20,2020-08-14,336.410004,337.420013,335.619995,336.839996,47260400,Friday,2020-08-17,337.940002,338.339996,336.850006,337.910004,35481000,Monday,1,0.3265663261675159,1,0.3176606141510671
8/17/20 to 8/24/20,2020-08-21,337.920013,339.720001,337.549988,339.480011,55106600,Friday,2020-08-24,342.119995,343.0,339.450012,342.920013,48588700,Monday,1,0.7776552122239759,1,1.0133150372732822
8/24/20 to 8/31/20,2020-08-28,349.440002,350.720001,348.149994,350.579987,48588900,Friday,2020-08-31,350.350006,351.299988,349.059998,349.309998,66099200,Monday,0,-0.06560015075818042,0,-0.3622537073115955
8/31/20 to 9/7/20,2020-09-04,346.130005,347.829987,334.869995,342.570007,139156300,Friday,2020-09-08,336.709991,342.640015,332.880005,333.209991,114465300,Tuesday,0,-1.7106039291991997,0,-2.732292906191281
9/7/20 to 9/14/20,2020-09-11,335.820007,336.970001,331.0,334.059998,84680200,Friday,2020-09-14,337.48999,340.380005,334.220001,338.459991,65605700,Monday,1,1.0267592709498758,1,1.3171265719758507
9/14/20 to 9/21/20,2020-09-18,335.369995,335.48999,327.970001,330.649994,105877900,Friday,2020-09-21,325.700012,327.130005,321.730011,326.970001,99450800,Monday,0,-1.4970458460071763,0,-1.1129572257001061
9/21/20 to 9/28/20,2020-09-25,322.579987,329.579987,321.640015,328.730011,71069400,Friday,2020-09-28,333.220001,334.959991,332.149994,334.190002,64584600,Monday,1,1.3658594742662649,1,1.6609347541438808
9/28/20 to 10/5/20,2020-10-02,331.700012,337.01001,331.190002,333.839996,89431100,Friday,2020-10-05,336.059998,339.959991,336.01001,339.76001,45713100,Monday,1,0.6649898234482432,1,1.7733087919160044
10/5/20 to 10/12/20,2020-10-09,345.559998,347.350006,344.890015,346.850006,59528600,Friday,2020-10-12,349.589996,354.019989,349.059998,352.429993,80388500,Monday,1,0.7899639477013524,1,1.608760819799443
10/12/20 to 10/19/20,2020-10-16,348.959991,350.75,347.100006,347.290009,89501900,Friday,2020-10-19,348.649994,349.329987,341.040009,342.01001,68425600,Monday,1,0.3915992296801129,0,-1.5203429016583012
10/19/20 to 10/26/20,2020-10-23,345.929993,345.98999,343.130005,345.779999,49143900,Friday,2020-10-26,342.130005,342.980011,335.619995,339.390015,91473000,Monday,0,-1.0555827435235758,0,-1.8479912136271277
10/26/20 to 11/2/20,2020-10-30,328.279999,329.690002,322.600006,326.540009,120287300,Friday,2020-11-02,330.200012,332.359985,327.23999,330.200012,86068300,Monday,1,1.1208436636014234,1,1.1208436636014234
11/2/20 to 11/9/20,2020-11-06,349.929993,351.51001,347.649994,350.160004,74973000,Friday,2020-11-09,363.970001,364.380005,354.059998,354.559998,172304200,Monday,1,3.9439104530053664,1,1.2565666980058614
11/9/20 to 11/16/20,2020-11-13,355.269989,358.899994,354.709991,358.100006,62892200,Friday,2020-11-16,360.980011,362.779999,359.589996,362.570007,74541100,Monday,1,0.8042460071893947,1,1.2482549358013604
11/16/20 to 11/23/20,2020-11-20,357.5,357.720001,355.25,355.329987,70417300,Friday,2020-11-23,357.279999,358.820007,354.869995,357.459991,63230600,Monday,1,0.5487890331079651,1,0.599443919153377
11/23/20 to 11/30/20,2020-11-27,363.839996,364.179993,362.579987,363.670013,28514100,Friday,2020-11-30,362.829987,363.119995,359.170013,362.059998,83872700,Monday,0,-0.23098577555801014,0,-0.44271315820586393
11/30/20 to 12/7/20,2020-12-04,367.320007,369.850006,367.220001,369.850006,50749900,Friday,2020-12-07,369.019989,369.619995,367.720001,369.089996,48944300,Monday,0,-0.22441989631872494,0,-0.20549141210505278
12/7/20 to 12/14/20,2020-12-11,364.899994,366.73999,363.26001,366.299988,57698600,Friday,2020-12-14,368.640015,369.799988,364.470001,364.660004,69216200,Monday,1,0.6388280307560427,0,-0.44771609438326543
12/14/20 to 12/21/20,2020-12-18,370.970001,371.149994,367.019989,369.179993,136542300,Friday,2020-12-21,364.970001,378.459991,362.029999,367.859985,96386700,Monday,0,-1.1403629881969253,0,-0.3575513367540558
12/21/20 to 12/28/20,2020-12-24,368.079987,369.029999,367.450012,369.0,26457900,Thursday,2020-12-28,371.73999,372.589996,371.070007,372.170013,39000400,Monday,1,0.7425447154471484,1,0.8590821138211336
12/28/20 to 1/4/21,2020-12-31,371.779999,374.660004,371.230011,373.880005,78520700,Thursday,2021-01-04,375.309998,375.450012,364.820007,368.790009,110210800,Monday,1,0.3824737832663784,0,-1.3613982914117018
1/4/21 to 1/11/21,2021-01-08,380.589996,381.48999,377.100006,381.26001,71677200,Friday,2021-01-11,377.850006,380.579987,377.720001,378.690002,51034700,Monday,0,-0.8944037954570726,0,-0.6740827604762508
1/11/21 to 1/18/21,2021-01-15,376.720001,377.579987,373.700012,375.700012,107160000,Friday,2021-01-19,378.339996,379.230011,376.75,378.649994,51233300,Tuesday,1,0.7026840339839994,1,0.785196142075177
1/18/21 to 1/25/21,2021-01-22,382.25,384.130005,381.839996,382.880005,52860500,Friday,2021-01-25,383.670013,384.769989,378.459991,384.390015,70402000,Monday,1,0.20633305204851327,1,0.3943820466676035
1/25/21 to 2/1/21,2021-01-29,375.630005,376.670013,368.269989,370.070007,126765100,Friday,2021-02-01,373.720001,377.339996,370.380005,376.230011,75817600,Monday,1,0.9862982492391095,1,1.664550999400504
2/1/21 to 2/8/21,2021-02-05,388.200012,388.470001,386.140015,387.709991,48669800,Friday,2021-02-08,389.269989,390.559998,388.350006,390.51001,38365200,Monday,1,0.402362084086713,1,0.7221941825068986
2/8/21 to 2/15/21,2021-02-12,389.850006,392.899994,389.769989,392.640015,50593300,Friday,2021-02-16,393.959991,394.170013,391.529999,392.299988,50972400,Tuesday,1,0.33617969375841555,0,-0.08660019025315606
2/15/21 to 2/22/21,2021-02-19,392.070007,392.380005,389.549988,390.029999,83241000,Friday,2021-02-22,387.059998,389.619995,386.73999,387.029999,67414200,Monday,0,-0.7614801445054917,0,-0.7691716041565306
2/22/21 to 3/1/21,2021-02-26,384.350006,385.579987,378.230011,380.359985,152701600,Friday,2021-03-01,385.589996,390.920013,380.570007,389.579987,105348800,Monday,1,1.3750160916637932,1,2.424019971501477
3/1/21 to 3/8/21,2021-03-05,380.459991,384.76001,372.640015,383.630005,152039600,Friday,2021-03-08,384.660004,387.679993,381.420013,381.720001,123149200,Monday,1,0.2684876017453411,0,-0.4978765933597811
3/8/21 to 3/15/21,2021-03-12,392.070007,394.209991,391.200012,394.059998,64653600,Friday,2021-03-15,394.329987,396.690002,392.029999,396.410004,73427200,Monday,1,0.06851469354166966,1,0.5963574105281316
3/15/21 to 3/22/21,2021-03-19,389.880005,391.570007,387.149994,389.480011,113624500,Friday,2021-03-22,390.029999,394.070007,389.970001,392.589996,73778600,Monday,1,0.14121084124134545,1,0.7984966910150351
3/22/21 to 3/29/21,2021-03-26,390.929993,396.410004,390.290009,395.980011,114409100,Friday,2021-03-29,394.399994,396.75,392.809998,395.779999,108107600,Monday,0,-0.3990143330745041,0,-0.05051063044695334
3/29/21 to 4/5/21,2021-04-01,398.399994,400.670013,398.179993,400.609985,99682900,Thursday,2021-04-05,403.459991,406.940002,403.380005,406.359985,91684800,Monday,1,0.7114166163382093,1,1.4353112042377076
4/5/21 to 4/12/21,2021-04-09,408.390015,411.670013,408.26001,411.48999,61104600,Friday,2021-04-12,410.850006,411.929993,410.200012,411.640015,56704900,Monday,0,-0.1555284491853544,1,0.03645896708204927
4/12/21 to 4/19/21,2021-04-16,417.25,417.910004,415.730011,417.26001,82037300,Friday,2021-04-19,416.26001,416.73999,413.790009,415.209991,78498500,Monday,0,-0.23965872023058235,0,-0.49130492998838304
4/19/21 to 4/26/21,2021-04-23,412.869995,418.25,412.790009,416.73999,73209200,Friday,2021-04-26,417.440002,418.220001,416.809998,417.609985,52182400,Monday,1,0.16797332072691543,1,0.20876206288722549
4/26/21 to 5/3/21,2021-04-30,417.630005,418.540009,416.339996,417.299988,85527000,Friday,2021-05-03,419.429993,419.839996,417.670013,418.200012,68128300,Monday,1,0.5104253681406863,1,0.21567793574919308
5/3/21 to 5/10/21,2021-05-07,419.890015,422.820007,419.160004,422.119995,67733800,Friday,2021-05-10,422.5,422.73999,417.809998,417.940002,81852400,Monday,1,0.09002298031392302,0,-0.9902380956865178
5/10/21 to 5/17/21,2021-05-14,413.209991,417.48999,413.179993,416.579987,82201600,Friday,2021-05-17,415.390015,416.390015,413.359985,415.519989,65129200,Monday,0,-0.28565270467493953,0,-0.25445245404936057
5/17/21 to 5/24/21,2021-05-21,416.869995,418.200012,414.450012,414.940002,76578700,Friday,2021-05-24,417.339996,420.320007,417.079987,419.170013,51376700,Monday,1,0.5783954278768216,1,1.0194271411797966
5/24/21 to 5/31/21,2021-05-28,420.970001,421.25,419.790009,420.040009,58520200,Friday,2021-06-01,422.570007,422.720001,419.200012,419.670013,54216600,Tuesday,1,0.6023230991788636,0,-0.08808589469390633
5/31/21 to 6/7/21,2021-06-04,420.75,422.920013,418.839996,422.600006,55938800,Friday,2021-06-07,422.589996,422.779999,421.190002,422.190002,51555000,Monday,0,-0.0023686701036209875,0,-0.09701940231397321
6/7/21 to 6/14/21,2021-06-11,424.200012,424.429993,422.820007,424.309998,45570800,Friday,2021-06-14,424.429993,425.369995,423.100006,425.26001,42358500,Monday,1,0.028280031242633404,1,0.22389573766301288
6/14/21 to 6/21/21,2021-06-18,417.089996,417.829987,414.700012,414.920013,118676300,Friday,2021-06-21,416.799988,421.059998,415.929993,420.859985,72822000,Monday,1,0.45309335320010263,1,1.4315944793918658
6/21/21 to 6/28/21,2021-06-25,425.899994,427.089996,425.549988,426.609985,58129500,Friday,2021-06-28,427.170013,427.649994,425.890015,427.470001,53159600,Monday,1,0.13127400194348204,1,0.20159303116171323
6/28/21 to 7/5/21,2021-07-02,431.670013,434.100006,430.519989,433.720001,57697700,Friday,2021-07-06,433.779999,434.01001,430.01001,432.929993,68710400,Tuesday,1,0.013833348672327075,0,-0.18214700686584204
7/5/21 to 7/12/21,2021-07-09,432.529999,435.839996,430.709991,435.519989,76238600,Friday,2021-07-12,435.429993,437.350006,434.970001,437.079987,52889600,Monday,0,-0.02066403432058892,1,0.35819205533641013
7/12/21 to 7/19/21,2021-07-16,436.01001,436.059998,430.920013,431.339996,75874700,Friday,2021-07-19,426.190002,431.410004,421.970001,424.970001,147987000,Monday,0,-1.1939523456572743,0,-1.4767921034616878
7/19/21 to 7/26/21,2021-07-23,437.519989,440.299988,436.790009,439.940002,63766600,Friday,2021-07-26,439.309998,441.029999,439.26001,441.019989,43719200,Monday,0,-0.14320225420192306,1,0.2454850650293939
7/26/21 to 8/2/21,2021-07-30,437.910004,440.059998,437.769989,438.51001,68951200,Friday,2021-08-02,440.339996,440.929993,437.209991,437.589996,58783300,Monday,1,0.41731909381041554,0,-0.20980456067582978
8/2/21 to 8/9/21,2021-08-06,442.100006,442.940002,441.799988,442.48999,46930000,Friday,2021-08-09,442.459991,442.799988,441.309998,442.130005,41222600,Monday,0,-0.006779588392491148,0,-0.08135438272852108
8/9/21 to 8/16/21,2021-08-13,445.589996,445.940002,445.070007,445.920013,39470300,Friday,2021-08-16,444.529999,447.109985,442.869995,446.970001,73740000,Monday,0,-0.3117182363376025,1,0.23546554749495885
8/16/21 to 8/23/21,2021-08-20,440.230011,443.709991,439.709991,443.359985,72008700,Friday,2021-08-23,445.160004,448.230011,443.440002,447.26001,54973000,Monday,1,0.40599491629810036,1,0.8796520055818812
8/23/21 to 8/30/21,2021-08-27,447.119995,450.649994,447.059998,450.25,77235100,Friday,2021-08-30,450.970001,453.070007,450.709991,452.230011,48357400,Monday,1,0.15991138256524703,1,0.43975813436979244
8/30/21 to 9/6/21,2021-09-03,451.980011,453.630005,451.549988,453.079987,47170500,Friday,2021-09-07,452.709991,452.809998,450.73999,451.459991,51671500,Tuesday,0,-0.08166240191933585,0,-0.35755187747897915
9/6/21 to 9/13/21,2021-09-10,451.040009,451.48999,445.309998,445.440002,89948200,Friday,2021-09-13,448.640015,448.920013,444.109985,446.579987,83738600,Monday,1,0.7183937198348012,1,0.2559233555319588
9/13/21 to 9/20/21,2021-09-17,444.920013,445.369995,441.019989,441.399994,118425000,Friday,2021-09-20,434.880005,436.559998,428.859985,434.040009,166445500,Monday,0,-1.4771157880894783,0,-1.6674184639884693
9/20/21 to 9/27/21,2021-09-24,441.440002,444.670013,441.209991,443.910004,62094800,Friday,2021-09-27,442.809998,444.049988,441.899994,442.640015,61371100,Monday,0,-0.2477993264598758,0,-0.28609154751106025
9/27/21 to 10/4/21,2021-10-01,430.980011,436.029999,427.230011,434.23999,129240100,Friday,2021-10-04,433.0,433.959991,426.359985,428.640015,128570000,Monday,0,-0.28555407805715394,0,-1.2896037050848248
10/4/21 to 10/11/21,2021-10-08,439.480011,439.890015,437.190002,437.859985,74557400,Friday,2021-10-11,437.160004,440.26001,434.619995,434.690002,65233300,Monday,0,-0.15986411729310676,0,-0.7239718422773896
