"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","UnemploymentRateOutcome","wasItPresidentialElectionWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","FOMCPivotAction","PrecedingWeekFridayMonth","UnemploymentActualMinusPreviousInPercent","isItLastFridayOfTheMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","FridayVolumeMinusThursdayVolume","wasFridayOpenHigherThanThursdayClose","wasFridayHighHigherThanThursdayHigh","wasFridayLowLowerThanThursdayLow","wasFridayHighLowerThanThursdayLow","wasFridayLowHigherThanThursdayHigh","PrecedingWeekFridayHighMinusPrecedingWeekFridayOpen","FridayCloseMinusThursdayHighInPercent","wasFridayCloseHigherThanThursdayHigh","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"2021-07-26 to 2021-08-02","7/29/21",350.950012,351.709991,350.380005,350.820007,2425700,"Thursday","",0,"7/30/21",349.880005,351.01001,348.670013,349.480011,3576700,"Friday",1.474502206,"8/2/21",350.450012,351.910004,348.059998,348.350006,2827100,"Monday",0,-0.381961112,0,-0.114323195,1,0.277555502308836,1.002775555,0,-0.323338951,0,0,"Baseline","Baseline",0.400000000000006,1,1,"7/28/21","Pause","Match","","","Jul",0,1,0,0,1.47450220554891,"Even","Odd",1151000,0,0,0,0,0,1.13000500000004,-0.634039423690984,0,1,1,1,1
"2021-08-02 to 2021-08-09","8/5/21",348.850006,350.649994,348.670013,350.609985,2261400,"Thursday","TIGHT",0,"8/6/21",351.619995,352.48999,351.459991,352.089996,2123700,"Friday",0.939108517,"8/9/21",351.600006,352.059998,350.549988,351.149994,2322500,"Monday",1,0.422124600929432,1,0.1336673132027,0,-0.139166124,0.998608339,0,-0.266977764,0,1,"Baseline","",0,0,0,"","","","","","Aug",-0.5,0,0,0,0.93910851684797,"Even","Even",-137700,1,1,1,0,1,0.86999499999996,0.410666483570507,1,1,1,1,1
"2021-08-09 to 2021-08-16","8/12/21",355.190002,355.25,353.73999,355.230011,3118600,"Thursday","",0,"8/13/21",355.850006,356.369995,355,355.390015,2414900,"Friday",0.774353877,"8/16/21",354.410004,356.600006,352.660004,356.570007,3634600,"Monday",1,0.045042366,0,-0.129265419,0,-0.275756481,0.997242435,1,0.332027336221016,0,0,"Baseline","Shock",-11,1,0,"","","","","","Aug",0,0,0,1,0.774353876739563,"Even","Even",-703700,1,1,1,0,0,0.51998900000001,0.039413089373682,1,0,0,1,1
"2021-08-16 to 2021-08-23","8/19/21",347.329987,350.480011,347.309998,349.480011,5442200,"Thursday","",0,"8/20/21",348.980011,351.75,348.529999,351.160004,3394800,"Friday",0.623791849,"8/23/21",352.959991,354.309998,352.920013,353.450012,3569200,"Monday",1,0.48071218585375,1,0.624675606420341,1,0.512583147139954,1.005125831,1,0.652126658,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,0.623791848884642,"Even","Even",-2047400,0,1,1,0,0,2.76998900000001,0.194017626871173,1,1,1,1,1
"2021-08-23 to 2021-08-30","8/26/21",354.470001,355,352.070007,352.160004,3008900,"Thursday","",0,"8/27/21",352.649994,354.850006,352.649994,354.570007,3163700,"Friday",1.051447373,"8/30/21",354.959991,355.220001,353.880005,354.079987,2482000,"Monday",1,0.684348867737962,1,0.544452866203645,1,0.109987870463061,1.001099879,0,-0.138201199,0,0,"Baseline","Baseline",-0.4,1,0,"","","","","","Aug",0,1,0,0,1.05144737279404,"Even","Even",154800,1,0,1,0,0,2.20001200000002,-0.121124788732401,0,1,1,1,1
"2021-09-06 to 2021-09-13","9/9/21",350.559998,352.51001,348.920013,349.309998,3484700,"Thursday","",0,"9/10/21",351.25,351.660004,346.570007,346.700012,4539000,"Friday",1.302551152,"9/13/21",348.910004,349.940002,347.470001,349.299988,5439700,"Monday",0,-0.747183309,0,-1.295370249,1,0.637436378283136,1.006374364,1,0.749920943181268,0,0,"Baseline","",0,0,0,"","","","","","Sep",0,0,0,0,1.30255115217953,"Even","Even",1054300,1,0,0,0,0,0.410004000000015,-1.64817957935436,0,1,1,1,1
"2021-09-13 to 2021-09-20","9/16/21",348.910004,350.079987,346,348.179993,3646000,"Thursday","",0,"9/17/21",346.850006,347.700012,345.059998,345.640015,5380900,"Friday",1.475836533,"9/20/21",340.220001,342.160004,335.98999,339.399994,10010600,"Monday",0,-0.729501422,0,-0.348851371,0,-1.568109526,0.984318905,0,-1.805352601,1,0,"Baseline","Baseline",-1,1,0,"","","","","","Sep",0,0,0,0,1.47583653318705,"Even","Even",1734900,0,0,0,0,0,0.850006000000008,-1.26827358457369,0,1,1,1,1
"2021-09-20 to 2021-09-27","9/23/21",344.809998,348.670013,344.529999,347.559998,5592200,"Thursday","",0,"9/24/21",346.5,348.429993,346.309998,347.869995,3121600,"Friday",0.558206073,"9/27/21",348.290009,350.5,348.170013,348.609985,3426000,"Monday",1,0.08919237,1,0.395380952380957,1,0.120738783464202,1.001207388,1,0.212720272123492,0,0,"Baseline","",0,0,1,"9/22/21","Pause","Match","","","Sep",0,1,0,0,0.558206072744179,"Even","Even",-2470600,0,0,1,0,0,1.92999300000002,-0.229448467081098,0,1,1,1,1
"2021-09-27 to 2021-10-04","9/30/21",345.079987,345.440002,338.109985,338.290009,7926000,"Thursday","",0,"10/1/21",340.029999,344.779999,337.679993,343.179993,6219800,"Friday",0.784733788,"10/4/21",342.609985,344.029999,338.070007,340.01001,7037700,"Monday",1,1.44550056753229,1,0.926387086,0,-0.16609593,0.998339041,0,-0.923708568,0,0,"Baseline","Baseline",1.8,1,0,"","","","","","Oct",0,0,0,0,0.784733787534696,"Even","Even",-1706200,1,0,0,0,0,4.75,-0.654240674767009,0,0,0,0,0
"2021-10-04 to 2021-10-11","10/7/21",346.869995,349.769989,346.769989,347.630005,5310400,"Thursday","TIGHT",0,"10/8/21",347.920013,348.459991,346.579987,347.529999,3658300,"Friday",0.688893492,"10/11/21",347.660004,349.559998,344.859985,344.980011,4098400,"Monday",0,-0.028767943,0,-0.112098754,1,0.037408281407108,1.000374083,0,-0.733746154,0,1,"Baseline","",0,0,0,"","","","","","Oct",-0.4,0,0,0,0.688893492015667,"Even","Even",-1652100,1,0,0,0,0,0.539978000000019,-0.640418009104845,0,1,1,1,1
"2021-10-11 to 2021-10-18","10/14/21",347.209991,349.220001,346.600006,349.130005,4473900,"Thursday","",0,"10/15/21",351.649994,353.079987,350.920013,352.850006,4206800,"Friday",0.940298174,"10/18/21",351.339996,353.130005,350.25,352.5,3310600,"Monday",1,1.06550595672807,1,0.341251818704713,0,-0.427946712,0.995720533,0,-0.09919399,0,0,"Baseline","Baseline",-1.7,1,0,"","","","","","Oct",0,0,0,0,0.940298173852791,"Even","Even",-267100,1,1,1,0,1,1.42999300000002,1.03946079537408,1,0,0,1,1
"2021-10-18 to 2021-10-25","10/21/21",355.390015,356.089996,354.299988,355.959991,2243800,"Thursday","",0,"10/22/21",355.970001,357.619995,355.320007,356.73999,3872300,"Friday",1.725777699,"10/25/21",357.359985,357.890015,356.290009,357.549988,2518200,"Monday",1,0.219125469075533,1,0.216307272477141,1,0.17379464522607,1.001737946,1,0.227055565034917,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,1.72577769854711,"Even","Even",1628500,1,1,1,0,0,1.64999399999999,0.182536439467958,1,0,0,1,1
"2021-10-25 to 2021-11-01","10/28/21",355.75,357.380005,355.75,357.299988,2490500,"Thursday","",0,"10/29/21",356.649994,358.519989,356.390015,358.230011,2979600,"Friday",1.196386268,"11/1/21",359.450012,360.049988,357.980011,359.130005,2548400,"Monday",1,0.260291920300878,1,0.443016129701659,1,0.340563593930723,1.003405636,1,0.251233557313542,0,0,"Baseline","Baseline",0.299999999999997,1,0,"","","","","","Oct",0,1,0,0,1.19638626781771,"Even","Even",489100,0,1,1,0,0,1.86999500000002,0.237843748421238,1,1,1,1,1
"2021-11-01 to 2021-11-08","11/4/21",361.339996,361.649994,359.869995,361.350006,3870900,"Thursday","TIGHT",0,"11/5/21",362.959991,364.940002,361.890015,363.299988,4489000,"Friday",1.159678628,"11/8/21",365.059998,365.640015,363.329987,364.320007,3056000,"Monday",1,0.539638015116008,1,0.09367341,1,0.484450883,1.004844509,1,0.280764941836439,0,1,"Baseline","",0,0,1,"11/3/21","Pause","Match","","","Nov",-0.2,0,0,0,1.15967862770932,"Even","Even",618100,1,1,1,0,1,1.98001099999999,0.456240571650609,1,1,1,1,1
"2021-11-08 to 2021-11-15","11/11/21",361.190002,361.26001,359.380005,359.459991,2461200,"Thursday","",0,"11/12/21",360.690002,361.73999,359.579987,361.279999,3099800,"Friday",1.259466927,"11/15/21",362.600006,362.730011,360.670013,361.23999,2555000,"Monday",1,0.506317266335205,1,0.163574536784633,1,0.3653695204976,1.003653695,0,-0.011074236,0,0,"Baseline","Shock",-5.6,1,0,"","","","","","Nov",0,0,0,1,1.25946692670242,"Even","Even",638600,1,1,1,0,0,1.04998799999998,0.0055331338777167,1,0,0,1,1
"2021-11-15 to 2021-11-22","11/18/21",360.029999,360.049988,357.130005,359.350006,3438100,"Thursday","",0,"11/19/21",357.890015,357.890015,355.380005,355.910004,3542200,"Friday",1.030278351,"11/22/21",357.480011,359.23999,356.089996,356.200012,4929200,"Monday",0,-0.957284526,0,-0.553245667,1,0.441124718,1.004411247,1,0.08148352,0,0,"Baseline","",0,0,0,"","","","","","Nov",0,0,0,0,1.03027835141503,"Even","Even",104100,0,0,0,0,0,0,-1.14983589445363,0,1,1,1,1
"2021-11-29 to 2021-12-06","12/2/21",341.809998,347.950012,341.170013,346.609985,8326400,"Thursday","TIGHT",0,"12/3/21",347.859985,348.5,343.079987,346.23999,11365300,"Friday",1.364971656,"12/6/21",349.26001,354.019989,348.829987,352.820007,7026500,"Monday",0,-0.106746781,0,-0.465703177,1,0.872233158,1.008722332,1,1.90042086126447,0,1,"Baseline","",0,0,0,"","","","","","Dec",-0.4,0,0,0,1.36497165641814,"Even","Even",3038900,1,1,1,0,0,0.640015000000005,-0.491456226763986,0,1,1,1,1
"2021-12-06 to 2021-12-13","12/9/21",356.75,359.179993,356.350006,358.109985,3774500,"Thursday","",0,"12/10/21",359.589996,360.329987,357.609985,360.230011,3855200,"Friday",1.021380315,"12/13/21",359.429993,359.98999,356.609985,357.040009,4563000,"Monday",1,0.592004157605378,1,0.177984651163656,0,-0.222085328,0.997779147,0,-0.885545874,0,0,"Baseline","Baseline",3.30000000000001,1,0,"","","","","","Dec",0,0,0,0,1.02138031527355,"Even","Even",80700,1,1,1,0,0,0.739991000000032,0.292337552331309,1,0,0,1,1
"2021-12-13 to 2021-12-20","12/16/21",361.269989,362.51001,358.309998,359.440002,9493700,"Thursday","",0,"12/17/21",356.299988,356.929993,352.709991,353.630005,10638300,"Friday",1.120564164,"12/20/21",349.380005,349.640015,346.540009,349.269989,7303400,"Monday",0,-1.61640245,0,-0.749363764,0,-1.201821095,0.987981789,0,-1.232931578,1,0,"Baseline","",0,0,1,"12/15/21","Pause","Match","","","Dec",0,0,0,0,1.12056416360323,"Even","Even",1144600,0,0,0,1,0,0.63000500000004,-2.44958890928282,0,0,0,0,0
"2021-12-27 to 2022-01-03","12/30/21",365.690002,366.720001,363.600006,364.070007,2863200,"Thursday","",0,"12/31/21",363.51001,364.73999,362.910004,363.320007,3133800,"Friday",1.09450964,"1/3/22",364.339996,365.850006,362.299988,365.679993,5624100,"Monday",0,-0.206004336,0,-0.052268987,1,0.280741214452308,1.002807412,1,0.649561255788495,0,0,"Baseline","",0,0,0,"","","","","","Dec",0,1,0,0,1.09450963956412,"Even","Even",270600,0,0,0,0,0,1.22997999999995,-0.927136232201322,0,1,1,1,1
"2022-01-03 to 2022-01-10","1/6/22",364.109985,364.649994,361.959991,362.390015,7019800,"Thursday","TIGHT",0,"1/7/22",361.890015,363.869995,361.130005,362.309998,5806300,"Friday",0.827131827,"1/10/22",361.070007,361.220001,356.440002,360.790009,8091800,"Monday",0,-0.022080355,1,0.116052663,0,-0.342245869,0.996577541,0,-0.419527203,0,1,"Baseline","",0,0,0,"","","","","","Jan",-0.3,0,0,0,0.827131827117582,"Odd","Odd",-1213500,0,0,0,0,0,1.97998000000001,-0.641710143563031,0,1,1,1,1
"2022-01-17 to 2022-01-24","1/20/22",351.480011,355.049988,346.809998,347.329987,8968700,"Thursday","",0,"1/21/22",347.089996,348.850006,342.140015,342.350006,16301600,"Friday",1.817610133,"1/24/22",338.429993,344.119995,331.350006,343.809998,29707000,"Monday",0,-1.433789533,0,-1.36563717,0,-1.145030796,0.988549692,1,0.426461800616998,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,0,0,0,1.81761013301816,"Odd","Odd",7332900,0,0,0,0,0,1.76001000000002,-3.57695604259533,0,1,1,1,1
"2022-01-24 to 2022-01-31","1/27/22",344.399994,347.630005,339.890015,341.549988,12854100,"Thursday","",0,"1/28/22",341.859985,347.179993,337.899994,347.109985,12008900,"Friday",0.934246661,"1/31/22",345.779999,351.359985,344.720001,351.079987,8379100,"Monday",1,1.62787211106563,1,1.53571644250789,0,-0.383159822,0.996168402,1,1.14373027903534,0,0,"Baseline","Baseline",-1.5,1,1,"1/26/22","Pause","Match","","","Jan",0,1,0,0,0.934246660598564,"Odd","Odd",-845200,1,0,0,0,0,5.32000800000003,-0.14959007925682,0,0,0,1,1
"2022-01-31 to 2022-02-07","2/3/22",354.820007,355.220001,350.579987,350.980011,9339900,"Thursday","BASELINE",0,"2/4/22",350.399994,353.25,347.820007,350.869995,8532300,"Friday",0.913532265,"2/7/22",351.26001,353.160004,349.829987,350.899994,4746200,"Monday",0,-0.031345375,1,0.134132707776252,1,0.111156555293366,1.001111566,1,0.00854989,0,1,"Upbeat","",0,0,0,"","","","","","Feb",0.1,0,0,0,0.913532264799409,"Even","Even",-807600,0,0,0,0,0,2.85000600000001,-1.22459489548845,0,1,1,0,0
"2022-02-07 to 2022-02-14","2/10/22",354.779999,358.059998,351.029999,352.549988,10298500,"Thursday","",0,"2/11/22",352.459991,354.420013,346.230011,347.290009,8211500,"Friday",0.797349129,"2/14/22",346.720001,347.549988,343.200012,345.890015,7315100,"Monday",0,-1.491981046,0,-1.466828046,0,-0.164130262,0.998358697,0,-0.403119573,0,0,"Baseline","Shock",-5.8,1,0,"","","","","","Feb",0,0,0,1,0.797349128513861,"Even","Even",-2087000,0,0,0,0,0,1.96002199999998,-3.0078727196999,0,1,1,1,1
"2022-02-21 to 2022-02-28","2/24/22",322.820007,332.73999,322.690002,332.339996,14167100,"Thursday","",0,"2/25/22",333.679993,341.019989,333.059998,340.540009,9496300,"Friday",0.670306555,"2/28/22",335.950012,339.820007,334.790009,339.339996,8217300,"Monday",1,2.46735665243253,1,2.05586674176176,0,-1.347858366,0.986521416,0,-0.35238532,0,0,"Baseline","Baseline",1.09999999999999,1,0,"","","","","","Feb",0,1,0,0,0.670306555328896,"Even","Even",-4670800,1,1,1,0,1,7.33999599999999,2.34417840789141,1,1,1,0,0
"2022-02-28 to 2022-03-07","3/3/22",340.709991,342.089996,336.679993,338.130005,7790700,"Thursday","TIGHT",0,"3/4/22",334.609985,336.869995,332.799988,336.470001,6025000,"Friday",0.773357978,"3/7/22",335.200012,335.329987,328.339996,328.470001,6590800,"Monday",0,-0.490936615,1,0.555875820621441,0,-0.377444942,0.996225551,0,-2.377626527,0,1,"Baseline","",0,0,0,"","","","","","Mar",-0.2,0,0,0,0.773357978102096,"Odd","Odd",-1765700,0,0,0,0,0,2.26001000000002,-1.6428410844262,0,1,1,1,1
"2022-03-07 to 2022-03-14","3/10/22",329.320007,332.850006,328.679993,332.109985,3317400,"Thursday","",0,"3/11/22",334.100006,335.730011,329.690002,330.019989,6923400,"Friday",2.08699584,"3/14/22",331.75,334.600006,328.790009,330.070007,5640600,"Monday",0,-0.62930839,0,-1.221196326,1,0.524214004503827,1.00524214,1,0.015156051653576,0,0,"Baseline","Baseline",-1.7,1,0,"","","","","","Mar",0,0,0,0,2.08699584011575,"Odd","Odd",3606000,1,1,1,0,0,1.63000499999998,-0.850237929693773,0,0,0,1,1
"2022-03-14 to 2022-03-21","3/17/22",339.940002,345.589996,339.609985,345.450012,6032900,"Thursday","",0,"3/18/22",343.619995,347.440002,342.649994,347.190002,5903900,"Friday",0.978617249,"3/21/22",346.609985,347.929993,343.299988,345.440002,4329900,"Monday",1,0.503687925765647,1,1.03894041439584,0,-0.167060398,0.998329396,0,-0.504046773,1,0,"Baseline","",0,0,1,"3/16/22","SuperHike","Match","SuperHike","HawkishPivot","Mar",0,0,0,0,0.978617248752673,"Odd","Odd",-129000,0,1,1,0,0,3.82000699999998,0.462978100789702,1,1,1,0,0
"2022-03-21 to 2022-03-28","3/24/22",344.48999,347.059998,343.440002,347.059998,3550000,"Thursday","",0,"3/25/22",347.799988,349.320007,346.190002,348.540009,3206200,"Friday",0.90315493,"3/28/22",347.75,349.48999,345.380005,349.48999,2962400,"Monday",1,0.426442404347617,1,0.212772002740843,0,-0.226662357,0.997733376,1,0.272560100840526,0,0,"Baseline","Baseline",-0.3,1,0,"","","","","","Mar",0,1,0,0,0.903154929577465,"Odd","Odd",-343800,1,1,1,0,0,1.52001899999999,0.426442404347617,1,1,0,1,1
"2022-03-28 to 2022-04-04","3/31/22",351.070007,351.570007,346.76001,346.829987,3978900,"Thursday","TIGHT",0,"4/1/22",348.149994,348.350006,345.23999,348.01001,3560200,"Friday",0.894769911,"4/4/22",347.640015,349.279999,346.029999,349.23999,3829900,"Monday",1,0.340230961632509,0,-0.040207957,0,-0.106317344,0.998936827,1,0.353432362477147,0,1,"Baseline","",0,0,0,"","","","","","Apr",-0.2,0,0,0,0.894769911282013,"Even","Even",-418700,1,0,0,0,0,0.200012000000015,-1.01259974659896,0,0,0,0,0
"2022-04-04 to 2022-04-11","4/7/22",343.769989,347.100006,341.890015,345.970001,4599900,"Thursday","",0,"4/8/22",345.709991,349.119995,344.649994,347.369995,4535900,"Friday",0.986086654,"4/11/22",345.359985,347.079987,342.73999,343.200012,5344400,"Monday",1,0.40465762810458,1,0.480172411331906,0,-0.578636621,0.994213634,0,-1.200444212,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,0,0,0,0.986086654057697,"Even","Even",-64000,0,1,1,0,0,3.41000400000001,0.0777842106980573,1,1,1,1,1
"2022-04-18 to 2022-04-25","4/21/22",353.959991,354.880005,347.179993,347.709991,5369600,"Thursday","",0,"4/22/22",346.339996,346.410004,337.73999,338.269989,6855100,"Friday",1.27665003,"4/25/22",336.450012,341.079987,333.200012,340.559998,6806600,"Monday",0,-2.714906745,0,-2.330082316,0,-0.538024968,0.99461975,1,0.676976697450981,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,0,0,0,1.27665002979738,"Even","Even",1485500,0,0,0,1,0,0.0700080000000298,-4.68045980781588,0,0,0,1,1
"2022-04-25 to 2022-05-02","4/28/22",335.23999,340.540009,332.48999,339.290009,5976600,"Thursday","",0,"4/29/22",337.619995,339.230011,329.100006,329.690002,6495600,"Friday",1.086838671,"5/2/22",330.350006,332.339996,324.459991,330.73999,9221700,"Monday",0,-2.829439932,0,-2.348792464,1,0.200189267492563,1.002001893,1,0.318477355585683,0,0,"Baseline","Baseline",-0.5,1,0,"","","","","","Apr",0,1,0,0,1.08683867081618,"Even","Even",519000,0,0,0,0,0,1.61001599999997,-3.1861181397925,0,1,1,1,1
"2022-05-02 to 2022-05-09","5/5/22",337.829987,338.23999,326.890015,330.23999,9101200,"Thursday","BASELINE",0,"5/6/22",327.73999,330.649994,324.75,329.070007,10644200,"Friday",1.169538083,"5/9/22",324.980011,326.369995,321.369995,322.600006,7817200,"Monday",0,-0.354282654,1,0.405814682547588,0,-1.242895406,0.987571046,0,-1.966147282,0,1,"Baseline","",0,0,1,"5/4/22","SuperHike","Match","SuperHike","","May",0,0,0,0,1.16953808289017,"Odd","Even",1543000,0,0,0,0,0,2.91000400000001,-2.71108776936754,0,1,1,0,0
"2022-05-09 to 2022-05-16","5/12/22",316.600006,319.429993,312.529999,317.640015,6790800,"Thursday","",0,"5/13/22",320.329987,323.029999,318.850006,322.230011,4236700,"Friday",0.623888202,"5/16/22",321.709991,325.570007,319.700012,322.779999,3692600,"Monday",1,1.44503078429838,1,0.593145842446519,0,-0.161381616,0.998386184,1,0.170681805302109,0,0,"Baseline","Baseline",-4.9,1,0,"","","","","","May",0,0,0,0,0.623888201684632,"Odd","Even",-2554100,1,1,1,0,0,2.70001199999996,0.876567029195648,1,0,0,0,0
"2022-05-16 to 2022-05-23","5/19/22",312.119995,316.350006,310.829987,313.179993,3836700,"Thursday","",0,"5/20/22",314.790009,315.070007,306.279999,312.420013,4654000,"Friday",1.213021607,"5/23/22",315.320007,319.649994,314.779999,318.839996,4484600,"Monday",0,-0.242665565,0,-0.752881582,1,0.928235669716841,1.009282357,1,2.05492053417205,0,0,"Baseline","",0,0,0,"","","","","","May",0,0,0,0,1.21302160711028,"Odd","Even",817300,1,0,0,0,0,0.279997999999978,-1.24229269020467,0,1,0,1,1
"2022-05-30 to 2022-06-06","6/2/22",328.549988,332.779999,325.359985,332.769989,3718800,"Thursday","BASELINE",0,"6/3/22",329.869995,331.730011,328.730011,329.350006,4150900,"Friday",1.116193396,"6/6/22",331.589996,332.73999,328.529999,329.450012,1957600,"Monday",0,-1.027731801,0,-0.157634525,1,0.680124475236833,1.006801245,1,0.030364657,0,1,"Baseline","",0,0,0,"","","","","","Jun",0,0,0,0,1.11619339571905,"Even","Odd",432100,0,0,1,0,0,1.86001599999997,-1.03070887983264,0,1,1,1,1
"2022-06-06 to 2022-06-13","6/9/22",328.160004,329.98999,323,323,2591500,"Thursday","",0,"6/10/22",318.309998,318.769989,314.320007,314.369995,4484700,"Friday",1.730542157,"6/13/22",307.5,309.619995,304.160004,305.579987,6317200,"Monday",0,-2.671828173,0,-1.237788013,0,-2.185321471,0.978146785,0,-2.796070916,0,0,"Baseline","Shock",-7.8,1,0,"","","","","","Jun",0,0,0,1,1.7305421570519,"Even","Odd",1893200,0,0,0,1,0,0.459991000000002,-4.73347540026895,0,0,0,0,0
"2022-06-20 to 2022-06-27","6/23/22",305.670013,307.059998,302.779999,306.73999,3582600,"Thursday","",0,"6/24/22",309.200012,315.119995,309.119995,315.019989,3314800,"Friday",0.925249819,"6/27/22",315.399994,315.890015,313.380005,314.359985,1896500,"Monday",1,2.69935426417665,1,1.88226933186535,1,0.120628853174134,1.001206289,0,-0.209511784,0,0,"Baseline","Baseline",-0.2,1,0,"","","","","","Jun",0,1,0,0,0.925249818567521,"Even","Odd",-267800,1,1,1,0,1,5.919983,2.59232431832427,1,1,1,0,0
"2022-07-04 to 2022-07-11","7/7/22",312.540009,314.269989,311.609985,313.950012,2267500,"Thursday","BASELINE",0,"7/8/22",313.5,315.140015,312.170013,313.459991,2094300,"Friday",0.923616318,"7/11/22",311.660004,313.73999,311.170013,311.700012,2633200,"Monday",0,-0.156082491,0,-0.012762041,0,-0.574231816,0.994257682,0,-0.561468465,0,1,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,0.92361631753032,"Even","Odd",-173200,0,1,1,0,0,1.64001500000001,-0.25773953236114,0,1,1,1,1
"2022-07-11 to 2022-07-18","7/14/22",302.660004,306.859985,301.470001,306.399994,2893100,"Thursday","",0,"7/15/22",310.809998,312.779999,309.149994,312.660004,3027500,"Friday",1.046455359,"7/18/22",315.76001,316.350006,309.730011,310.649994,2344900,"Monday",1,2.04308424366354,1,0.595220878319367,1,0.991494262246606,1.009914943,0,-0.64287404,0,0,"Baseline","Baseline",1.2,1,0,"","","","","","Jul",0,0,0,0,1.04645535930317,"Even","Odd",134400,1,1,1,0,1,1.97000099999997,1.89011903914419,1,0,0,1,1
"2022-07-18 to 2022-07-25","7/21/22",317.630005,320.459991,315.380005,320.410004,2159800,"Thursday","",0,"7/22/22",321.76001,322.200012,317.339996,319.059998,3264100,"Friday",1.511297342,"7/25/22",320.070007,320.390015,318.25,319.959991,4002500,"Monday",0,-0.421337032,0,-0.839138462,1,0.316557702730246,1.003165577,1,0.282076413728303,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,1.51129734234651,"Even","Odd",1104300,1,1,1,0,0,0.440001999999993,-0.436869824414367,0,1,1,1,1
"2022-07-25 to 2022-08-01","7/28/22",322.450012,326.119995,319.809998,325.230011,2688400,"Thursday","",0,"7/29/22",325.519989,329.269989,324.920013,328.660004,3225600,"Friday",1.199821455,"8/1/22",326.910004,329.720001,326.450012,328.040009,2745500,"Monday",1,1.05463606801035,1,0.96461511,0,-0.532465155,0.994675348,0,-0.188643276,0,0,"Baseline","Baseline",0.399999999999999,1,1,"7/27/22","SuperHike","Match","SuperHike","","Jul",0,1,0,0,1.1998214551406,"Even","Odd",537200,1,1,1,0,0,3.75,0.77885718108146,1,1,1,0,0
"2022-08-01 to 2022-08-08","8/4/22",327.690002,328.359985,326.549988,327.359985,2426400,"Thursday","BASELINE",0,"8/5/22",325.070007,328.190002,324.929993,327.970001,2672400,"Friday",1.101384768,"8/8/22",329.809998,331.119995,327.709991,328.420013,2528800,"Monday",1,0.186344094560009,1,0.892113679377393,1,0.561026006765778,1.00561026,1,0.137211329886223,0,1,"Upbeat","",0,0,0,"","","","","","Aug",-0.1,0,0,0,1.10138476755687,"Even","Even",246000,0,0,0,0,0,3.11999500000002,-0.11876721214979,0,1,1,1,1
"2022-08-08 to 2022-08-15","8/11/22",335.820007,336.799988,333.179993,333.709991,2401600,"Thursday","",0,"8/12/22",334.799988,337.920013,334.190002,337.829987,2606900,"Friday",1.085484677,"8/15/22",336.109985,339.850006,336.059998,339.369995,1936500,"Monday",1,1.23460373111814,1,0.905017654899089,0,-0.509132423,0.994908676,1,0.455852961329925,0,0,"Baseline","Baseline",2.6,1,0,"","","","","","Aug",0,0,0,0,1.08548467688208,"Even","Even",205300,1,1,1,0,0,3.120025,0.305819191418746,1,0,0,1,1
"2022-08-15 to 2022-08-22","8/18/22",340.200012,341,338.970001,340.579987,1850900,"Thursday","",0,"8/19/22",338.350006,338.660004,336.26001,337.040009,2010300,"Friday",1.086120266,"8/22/22",333.109985,333.519989,330.160004,330.76001,2684500,"Monday",0,-1.039396951,0,-0.387172152,0,-1.166040795,0.988339592,0,-1.863279976,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,1.08612026581663,"Even","Even",159400,0,0,0,1,0,0.309998000000007,-1.16128768328446,0,0,0,0,0
