"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","UnemploymentRateOutcome","wasItPresidentialElectionWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","FOMCPivotAction","PrecedingWeekFridayMonth","UnemploymentActualMinusPreviousInPercent","isItLastFridayOfTheMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","FridayVolumeMinusThursdayVolume","wasFridayOpenHigherThanThursdayClose","wasFridayHighHigherThanThursdayHigh","wasFridayLowLowerThanThursdayLow","wasFridayHighLowerThanThursdayLow","wasFridayLowHigherThanThursdayHigh","PrecedingWeekFridayHighMinusPrecedingWeekFridayOpen","FridayCloseMinusThursdayHighInPercent","wasFridayCloseHigherThanThursdayHigh","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"2007-03-12 to 2007-03-19","3/15/07",121.25,122.040001,121.209999,121.790001,7905600,"Thursday","",0,"3/16/07",121.690002,121.779999,120.25,121.050003,8491600,"Friday",1.074124671,"3/19/07",121.559998,122.279999,121.5,122.279999,6829200,"Monday",0,-0.607601604,0,-0.525925704,1,0.421309366,1.004213094,1,1.01610571624686,1,0,"Baseline","",0,0,0,"","","","","","Mar",0,0,0,0,1.07412467111921,"Odd","Odd",586000,0,0,0,0,0,0.0899969999999968,-0.81120779407401,0,1,1,1,1
"2007-03-19 to 2007-03-26","3/22/07",124.459999,124.639999,123.980003,124.449997,6477800,"Thursday","",0,"3/23/07",124.5,125.010002,124.370003,124.690002,5276200,"Friday",0.814504925,"3/26/07",124.75,124.75,123.57,124.360001,7972500,"Monday",1,0.192852555874317,1,0.152612048192777,1,0.048117731,1.000481177,0,-0.264657145,0,0,"Baseline","",0,0,0,"","","","","","Mar",0,0,0,0,0.814504924511408,"Odd","Odd",-1201600,1,1,1,0,0,0.510002,0.0401179399881123,1,0,0,1,1
"2007-03-26 to 2007-04-02","3/29/07",123.669998,123.720001,122.559998,123.300003,9107700,"Thursday","",0,"3/30/07",123.370003,124.059998,122.330002,123.589996,9827200,"Friday",1.078999089,"4/2/07",123.57,123.82,123.110001,123.650002,6195200,"Monday",1,0.235193019419469,1,0.17831968440497,0,-0.016179303,0.999838207,1,0.048552473,0,0,"Baseline","",0,0,0,"","","","","","Mar",0,1,0,0,1.0789990886832,"Odd","Odd",719500,1,1,0,0,0,0.689994999999996,-0.105080018549302,0,1,1,1,1
"2007-04-09 to 2007-04-16","4/12/07",124.75,125.540001,124.260002,125.410004,5984200,"Thursday","",0,"4/13/07",125.760002,126.150002,125.199997,126.150002,5935800,"Friday",0.991912035,"4/16/07",126.470001,127.290001,126.449997,127.040001,7969000,"Monday",1,0.590062974561423,1,0.310114498884948,1,0.253665473584373,1.002536655,1,0.705508510416039,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,0,0,0,0.991912035025567,"Even","Even",-48400,1,1,1,0,0,0.390000000000001,0.485901700765477,1,0,0,1,1
"2007-04-16 to 2007-04-23","4/19/07",127.330002,128.270004,127.269997,128.229996,8618600,"Thursday","",0,"4/20/07",129.089996,129.570007,128.889999,129.570007,10280800,"Friday",1.19286195,"4/23/07",129.389999,129.729996,129.059998,129.169998,7509000,"Monday",1,1.04500588146318,1,0.371842137170715,0,-0.138927213,0.998610728,0,-0.308720366,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,0,0,0,1.19286194973662,"Even","Even",1662200,1,1,1,0,1,0.48001099999999,1.01348948270088,1,0,0,1,1
"2007-04-23 to 2007-04-30","4/26/07",130.800003,131.220001,130.619995,131.199997,9708800,"Thursday","",0,"4/27/07",130.710007,131.369995,130.630005,131.229996,7526200,"Friday",0.775193639,"4/30/07",131.169998,131.979996,130.539993,130.669998,10288000,"Monday",1,0.0228650919862473,1,0.397818814285588,0,-0.04571973,0.999542803,0,-0.426730181,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,1,0,0,0.775193638760712,"Even","Even",-2182600,0,1,1,0,0,0.659987999999998,0.00761697906099203,1,1,1,1,1
"2007-04-30 to 2007-05-07","5/3/07",132.279999,132.429993,131.899994,132.389999,9363700,"Thursday","",0,"5/4/07",132.649994,132.800003,132.229996,132.740005,10687600,"Friday",1.141386418,"5/7/07",132.809998,133.130005,132.740005,133.039993,10477600,"Monday",1,0.264374954787943,1,0.067856015,1,0.052729394,1.000527294,1,0.225996676736613,0,0,"Baseline","",0,0,0,"","","","","","May",0,0,0,0,1.14138641776221,"Odd","Even",1323900,1,1,1,0,0,0.150009000000011,0.234095005955336,1,0,0,1,1
"2007-05-07 to 2007-05-14","5/10/07",133.190002,133.429993,132.210007,132.5,14855800,"Thursday","",0,"5/11/07",132.639999,133.559998,132.600006,133.559998,10151200,"Friday",0.683315607,"5/14/07",133.610001,133.949997,133.089996,133.720001,10734000,"Monday",1,0.799998490566043,1,0.693606006435524,1,0.0374386049331955,1.000374386,1,0.119798594186853,0,0,"Baseline","",0,0,0,"","","","","","May",0,0,0,0,0.683315607372205,"Odd","Even",-4704600,1,1,1,0,0,0.919999000000018,0.0974331161060701,1,0,0,0,0
"2007-05-14 to 2007-05-21","5/17/07",134.949997,135.399994,134.710007,134.929993,12408200,"Thursday","",0,"5/18/07",135.080002,135.5,135,135.5,9481600,"Friday",0.764139843,"5/21/07",135.389999,135.740005,135.160004,135.199997,12668600,"Monday",1,0.422446475632741,1,0.310925372950463,0,-0.08118155,0.999188185,0,-0.221404428,0,0,"Baseline","",0,0,0,"","","","","","May",0,0,0,0,0.764139843007044,"Odd","Even",-2926600,1,1,1,0,0,0.419997999999993,0.073859678309888,1,0,0,0,0
"2007-05-28 to 2007-06-04","5/31/07",136.399994,136.660004,136.080002,136.289993,8996400,"Thursday","BASELINE",0,"6/1/07",136.610001,136.839996,136.160004,136.610001,9593200,"Friday",1.066337646,"6/4/07",136.229996,136.809998,136.130005,136.559998,7430400,"Monday",1,0.234799337028362,0,0,0,-0.278167775,0.997218322,0,-0.036602737,0,0,"Baseline","Baseline",0.299999999999997,1,0,"","","","","","Jun",-0.1,0,0,0,1.06633764616958,"Even","Odd",596800,1,1,1,0,0,0.229995000000002,-0.0365893447507695,0,0,0,1,1
"2007-06-04 to 2007-06-11","6/7/07",134.279999,134.789993,132.369995,132.529999,26022900,"Thursday","",0,"6/8/07",132.809998,134.229996,132.479996,134.100006,19097800,"Friday",0.733884386,"6/11/07",134.070007,134.75,133.770004,134.240005,10273100,"Monday",1,1.18464273134115,1,0.971318439444597,0,-0.022370618,0.999776294,1,0.104398951331881,0,0,"Baseline","",0,0,0,"","","","","","Jun",0,0,0,0,0.733884386444247,"Even","Odd",-6925100,1,0,1,0,0,1.41999799999999,-0.511897793480857,0,0,0,0,0
"2007-06-11 to 2007-06-18","6/14/07",134.960007,135.869995,134.850006,135.699997,12749000,"Thursday","",0,"6/15/07",136.360001,136.850006,136.179993,136.190002,10995200,"Friday",0.86243627,"6/18/07",136.490005,136.539993,135.929993,135.940002,10175000,"Monday",1,0.36109433370142,0,-0.124669257,1,0.220282690061201,1.002202827,0,-0.183567073,1,0,"Baseline","",0,0,0,"","","","","","Jun",0,0,0,0,0.862436269511334,"Even","Odd",-1753800,1,1,1,0,1,0.490004999999996,0.235524406989199,1,0,0,0,0
"2007-06-18 to 2007-06-25","6/21/07",134.800003,135.550003,133.869995,135.369995,26946200,"Thursday","",0,"6/22/07",134.949997,135.179993,133.539993,133.970001,22142200,"Friday",0.821718832,"6/25/07",133.809998,134.770004,132.889999,133.619995,18960000,"Monday",0,-1.034198162,0,-0.726191939,0,-0.119431961,0.99880568,0,-0.261256996,0,0,"Baseline","",0,0,0,"","","","","","Jun",0,0,0,0,0.821718832339996,"Even","Odd",-4804000,0,0,0,0,0,0.229996,-1.16562299153915,0,1,1,1,1
"2007-06-25 to 2007-07-02","6/28/07",134.089996,135.100006,133.899994,134.089996,13935600,"Thursday","",0,"6/29/07",134.360001,135.119995,132.850006,134.199997,19466600,"Friday",1.396897155,"7/2/07",134.419998,135.369995,134.380005,135.270004,8861200,"Monday",1,0.082035203,0,-0.119086037,1,0.163935175050709,1.001639352,1,0.797322670580987,0,0,"Baseline","",0,0,0,"","","","","","Jun",0,1,0,0,1.39689715548667,"Even","Odd",5531000,1,1,0,0,0,0.759993999999978,-0.66617983717929,0,1,1,1,1
"2007-07-02 to 2007-07-09","7/5/07",135.580002,135.720001,135.050003,135.559998,9392200,"Thursday","",0,"7/6/07",135.630005,136.309998,135.360001,136.130005,8218700,"Friday",0.875055897,"7/9/07",136.389999,136.690002,136.130005,136.479996,9688800,"Monday",1,0.420483187082965,1,0.36864999,1,0.190989488320358,1.001909895,1,0.257100556192581,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,0.875055897446818,"Even","Odd",-1173500,1,1,1,0,0,0.679992999999996,0.302095488490318,1,0,0,1,1
"2007-07-09 to 2007-07-16","7/12/07",136.330002,138.669998,136.320007,138.339996,13518100,"Thursday","",0,"7/13/07",138.470001,139.300003,138.410004,138.910004,8507800,"Friday",0.629363594,"7/16/07",138.979996,139.860001,138.919998,139.460007,11637900,"Monday",1,0.412034130751293,1,0.317760523450845,1,0.05038658,1.000503866,1,0.395941965418131,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,0.629363593996198,"Even","Odd",-5010300,1,1,1,0,0,0.830002000000007,0.173077091989281,1,0,0,0,0
"2007-07-16 to 2007-07-23","7/19/07",139.929993,140.169998,139.529999,139.889999,8731800,"Thursday","",0,"7/20/07",139.220001,139.559998,137.880005,138.539993,19277200,"Friday",2.207700589,"7/23/07",139.110001,139.619995,138.809998,139.210007,12709000,"Monday",0,-0.965048259,0,-0.488441312,1,0.411439316299086,1.004114393,1,0.483624970300078,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,2.20770058865297,"Even","Odd",10545400,0,0,0,0,0,0.339997000000011,-1.16287723711031,0,1,1,1,1
"2007-07-23 to 2007-07-30","7/26/07",136.550003,137.139999,131.139999,134.710007,46788100,"Thursday","",0,"7/27/07",134.619995,135.100006,132.110001,132.110001,31428100,"Friday",0.671711397,"7/30/07",132.919998,133.850006,132.130005,133.539993,22838700,"Monday",0,-1.93007636,0,-1.864503115,1,0.613123150305616,1.006131232,1,1.08242524349084,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,1,0,0,0.671711396701298,"Even","Odd",-15360000,0,0,1,0,0,0.480011000000019,-3.66778331389661,0,1,1,0,0
"2007-07-30 to 2007-08-06","8/2/07",133.509995,135,132.979996,134.779999,22635400,"Thursday","",0,"8/3/07",134.440002,134.720001,131.539993,132.190002,34061000,"Friday",1.50476687,"8/6/07",132.399994,134.610001,131.539993,134.199997,31192300,"Monday",0,-1.921647885,0,-1.67360902,1,0.158856189441619,1.001588562,1,1.5205348132153,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,1.50476686959365,"Even","Even",11425600,0,0,0,0,0,0.279999000000004,-2.08148000000001,0,1,1,1,1
"2007-08-06 to 2007-08-13","8/9/07",134.630005,135.820007,132.770004,132.789993,38884900,"Thursday","",0,"8/10/07",131.899994,133.119995,130.639999,131.940002,37277200,"Friday",0.958654902,"8/13/07",133.240005,133.440002,132.149994,132.179993,17085800,"Monday",0,-0.640101698,1,0.0303320711295865,1,0.985298605649562,1.009852986,1,0.181894039989482,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,0.95865490203138,"Even","Even",-1607700,0,0,0,0,0,1.220001,-2.85672566634458,0,1,1,1,1
"2007-08-13 to 2007-08-20","8/16/07",127.839996,129.259995,125.309998,129.149994,52563400,"Thursday","",0,"8/17/07",131.240005,131.860001,128.949997,130.550003,33292800,"Friday",0.633383685,"8/20/07",130.949997,131.699997,129.699997,130.960007,16906000,"Monday",1,1.0840178591104,0,-0.525755847,1,0.306391413870739,1.003063914,1,0.314058974016252,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,0.633383685225842,"Even","Even",-19270600,1,1,1,0,0,0.619996000000015,0.997994777889323,1,0,0,0,0
"2007-08-20 to 2007-08-27","8/23/07",132.720001,133.080002,131.619995,132.169998,14056300,"Thursday","",0,"8/24/07",132.190002,133.75,132.029999,133.639999,9666100,"Friday",0.687670297,"8/27/07",133.350006,133.789993,132.979996,133.119995,8506400,"Monday",1,1.11220475315434,1,1.09690368262495,0,-0.216995662,0.997830043,0,-0.389108054,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,0.687670297304412,"Even","Even",-4390200,1,1,1,0,0,1.55999800000001,0.420797258479138,1,0,0,0,0
"2007-09-03 to 2007-09-10","9/6/07",133.479996,133.979996,132.759995,133.529999,10084000,"Thursday","",0,"9/7/07",132.369995,132.419998,130.830002,131.520004,18245400,"Friday",1.809341531,"9/10/07",131.839996,132.070007,130.240005,131.429993,14392100,"Monday",0,-1.505275979,0,-0.642132683,1,0.243302912308316,1.002433029,0,-0.068439019,0,0,"Baseline","",0,0,0,"","","","","","Sep",0,0,0,0,1.80934153113844,"Even","Even",8161400,0,0,0,1,0,0.0500030000000038,-1.83608902331957,0,0,0,1,1
"2007-09-10 to 2007-09-17","9/13/07",133.880005,134.779999,133.669998,134.300003,8318400,"Thursday","",0,"9/14/07",133.539993,134.690002,133.350006,134.460007,10337200,"Friday",1.242690902,"9/17/07",134.119995,134.589996,133.690002,134.059998,8774100,"Monday",1,0.119139237844981,1,0.68894267502319,0,-0.252872216,0.997471278,0,-0.297492919,0,0,"Baseline","",0,0,0,"","","","","","Sep",0,0,0,0,1.24269090209656,"Even","Even",2018800,0,0,0,0,0,1.15000899999998,-0.237418016303749,0,1,1,1,1
"2007-09-17 to 2007-09-24","9/20/07",138.289993,138.309998,137.529999,137.699997,9651600,"Thursday","",0,"9/21/07",138.369995,139.020004,137.899994,137.899994,8249600,"Friday",0.854739111,"9/24/07",138.360001,138.649994,137.369995,137.550003,9445500,"Monday",1,0.145241107013239,0,-0.339669738,1,0.333580145043385,1.003335801,0,-0.253800591,1,0,"Baseline","",0,0,0,"","","","","","Sep",0,0,0,0,0.854739110613784,"Even","Even",-1402000,1,1,1,0,0,0.650009000000011,-0.296438439685333,0,0,0,0,0
"2007-09-24 to 2007-10-01","9/27/07",139.059998,139.130005,138.550003,139.130005,8948300,"Thursday","",0,"9/28/07",138.960007,139.100006,138.360001,138.910004,10128400,"Friday",1.131879798,"10/1/07",138.960007,141,138.960007,140.600006,10164200,"Monday",0,-0.158126207,0,-0.035983735,1,0.0359966874668032,1.000359967,1,1.21661647925661,0,0,"Baseline","",0,0,0,"","","","","","Sep",0,1,0,0,1.13187979839746,"Even","Even",1180100,0,0,0,0,0,0.139999000000017,-0.158126207211755,0,1,1,1,1
"2007-10-01 to 2007-10-08","10/4/07",139.899994,140.039993,139.429993,139.509995,7234600,"Thursday","",0,"10/5/07",140.429993,141.210007,140.139999,140.679993,9357800,"Friday",1.293478561,"10/8/07",140.559998,140.580002,140.009995,140.259995,5129400,"Monday",1,0.838648155639309,1,0.17802464748396,0,-0.085296422,0.999147036,0,-0.298548494,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,1.29347856135792,"Even","Even",2123200,1,1,1,0,1,0.780013999999994,0.457012305049163,1,0,0,1,1
"2007-10-08 to 2007-10-15","10/11/07",141.360001,141.949997,139.460007,140.210007,21857700,"Thursday","",0,"10/12/07",140.369995,141.119995,140.089996,141.119995,7714600,"Friday",0.352946559,"10/15/07",141.080002,141.110001,139.009995,140.020004,12383600,"Monday",1,0.649017869316559,1,0.53430222,0,-0.028339712,0.999716603,0,-0.779472108,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,0.352946558878565,"Even","Even",-14143100,1,0,1,0,0,0.75,-0.584714348391291,0,0,0,0,0
"2007-10-15 to 2007-10-22","10/18/07",138.529999,139.160004,138.220001,138.800003,11615700,"Thursday","",0,"10/19/07",137.910004,138.75,134.929993,134.929993,33071200,"Friday",2.847112098,"10/22/07",134.059998,135.759995,133.919998,135.449997,16391200,"Monday",0,-2.788191582,0,-2.16083744,0,-0.644775102,0.993552249,1,0.385387998945498,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,2.84711209828078,"Even","Even",21455500,0,0,0,0,0,0.839996000000014,-3.03967438805189,0,1,1,1,1
"2007-10-22 to 2007-10-29","10/25/07",136.710007,137.289993,135.350006,136.899994,16618800,"Thursday","",0,"10/26/07",137.610001,138.059998,136.839996,137.949997,9929800,"Friday",0.597504032,"10/29/07",138.279999,138.869995,138.160004,138.649994,8663400,"Monday",1,0.766985424411344,1,0.247072158657992,1,0.239218562650645,1.002392186,1,0.507428064677664,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,1,0,0,0.597504031578694,"Even","Even",-6689000,1,1,1,0,0,0.449996999999996,0.480737150303436,1,1,1,0,0
"2007-10-29 to 2007-11-05","11/1/07",137.860001,137.899994,135.380005,135.850006,25301400,"Thursday","",0,"11/2/07",136.190002,136.229996,134.380005,136.050003,20988000,"Friday",0.829519315,"11/5/07",134.839996,136.110001,134.399994,135.210007,13954800,"Monday",1,0.147218985032652,0,-0.102796826,0,-0.88938403,0.99110616,0,-0.617417112,0,0,"Baseline","",0,0,1,"10/31/07","Cut","Match","","DovishPivot","Nov",0,0,0,0,0.829519315136712,"Even","Even",-4313400,1,0,0,0,0,0.0399940000000072,-1.34154538106796,0,0,0,1,1
"2007-11-05 to 2007-11-12","11/8/07",133.520004,133.600006,130.830002,132.449997,38375700,"Thursday","",0,"11/9/07",131.289993,132.080002,130.179993,130.309998,20911400,"Friday",0.544912536,"11/12/07",130.350006,131.649994,129.740005,129.770004,20703800,"Monday",0,-1.615703321,0,-0.746435412,1,0.030702172,1.000307022,0,-0.414391841,0,0,"Baseline","",0,0,0,"","","","","","Nov",0,0,0,0,0.544912535797393,"Even","Even",-17464300,0,0,0,0,0,0.790008999999998,-2.46258072772841,0,1,1,0,0
"2007-11-12 to 2007-11-19","11/15/07",132.160004,132.889999,130.820007,131.470001,18693600,"Thursday","",0,"11/16/07",131.75,132.020004,130.399994,131.440002,22485600,"Friday",1.202850173,"11/19/07",131.020004,131.660004,129.270004,129.600006,21362600,"Monday",0,-0.022818133,0,-0.2352926,0,-0.319535905,0.996804641,0,-1.399875207,0,0,"Baseline","",0,0,0,"","","","","","Nov",0,0,0,0,1.20285017332135,"Even","Even",3792000,1,0,0,0,0,0.270004,-1.09112575130653,0,1,1,1,1
"2007-11-26 to 2007-12-03","11/29/07",132.490005,133.479996,132.179993,133.169998,15940400,"Thursday","",0,"11/30/07",134.520004,134.699997,132.850006,134.160004,18892200,"Friday",1.185177285,"12/3/07",133.690002,134.089996,132.979996,133.309998,12645700,"Monday",1,0.74341519476481,0,-0.26761819,0,-0.350329447,0.996496706,0,-0.633576308,0,0,"Baseline","",0,0,0,"","","","","","Nov",0,1,0,0,1.18517728538807,"Even","Even",2951800,1,1,1,0,0,0.179992999999996,0.509445625095753,1,1,1,1,1
"2007-12-03 to 2007-12-10","12/6/07",134.389999,136.399994,134.309998,136.080002,12317200,"Thursday","",0,"12/7/07",136.449997,136.770004,136.089996,136.389999,8477600,"Friday",0.688273309,"12/10/07",136.779999,137.630005,136.509995,137.399994,7327600,"Monday",1,0.227804964317962,0,-0.043970686,1,0.285944719451178,1.002859447,1,0.740519838261751,0,0,"Baseline","",0,0,0,"","","","","","Dec",0,0,0,0,0.688273308868899,"Even","Even",-3839600,1,1,1,0,0,0.320007000000004,-0.00732771293230667,0,0,0,0,0
"2007-12-10 to 2007-12-17","12/13/07",134.279999,135.360001,133.630005,135,14104200,"Thursday","",0,"12/14/07",134.350006,135.130005,133.419998,133.449997,12506900,"Friday",0.886750046,"12/17/07",132.990005,133.149994,131.690002,131.929993,10828800,"Monday",0,-1.14815037,0,-0.669898742,0,-0.344692402,0.996553076,0,-1.139006395,0,0,"Baseline","",0,0,0,"","","","","","Dec",0,0,0,0,0.886750046085563,"Even","Even",-1597300,0,0,0,0,0,0.779999000000004,-1.41105495411456,0,1,1,1,1
"2007-12-17 to 2007-12-24","12/20/07",132.809998,132.839996,131.660004,132.710007,12707000,"Thursday","",0,"12/21/07",133.399994,134.649994,133.300003,134.339996,11031800,"Friday",0.868167152,"12/24/07",134.789993,135.479996,134.740005,135.309998,3655600,"Monday",1,1.22823367796222,1,0.704649207105677,1,0.334968746016634,1.003349687,1,0.722050043830576,1,0,"Baseline","",0,0,0,"","","","","","Dec",0,0,0,0,0.868167151963485,"Even","Even",-1675200,1,1,1,0,1,1.25,1.1291779924474,1,0,0,0,0
"2007-12-24 to 2007-12-31","12/27/07",134.929993,134.990005,133.350006,133.679993,8127800,"Thursday","",0,"12/28/07",134.220001,134.399994,132.820007,133.410004,7819200,"Friday",0.962031546,"12/31/07",133.130005,133.240005,132.160004,132.550003,6463400,"Monday",0,-0.201966647,0,-0.603484573,0,-0.209878564,0.997901214,0,-0.644630068,0,0,"Baseline","",0,0,0,"","","","","","Dec",0,1,0,0,0.962031546051822,"Even","Even",-308600,1,0,0,0,0,0.179992999999996,-1.17045776833626,0,1,1,1,1
"2007-12-31 to 2008-01-07","1/3/08",130.710007,131.270004,130.130005,130.740005,8206300,"Thursday","",0,"1/4/08",129.570007,129.729996,127.82,128.169998,15022600,"Friday",1.83061794,"1/7/08",128.539993,128.740005,127.220001,128.059998,19666500,"Monday",0,-1.965738796,0,-1.080503916,1,0.28867520150856,1.002886752,0,-0.085823517,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,0,0,0,1.83061793987546,"Odd","Odd",6816300,0,0,0,1,0,0.159988999999996,-2.3615494062147,0,0,0,1,1
"2008-01-07 to 2008-01-14","1/10/08",126.519997,129.320007,126.290001,127.82,25310700,"Thursday","",0,"1/11/08",127.519997,127.580002,125.410004,126.190002,22464400,"Friday",0.887545583,"1/14/08",127.279999,127.919998,126.690002,127.510002,7932600,"Monday",0,-1.275229229,0,-1.042969755,1,0.863774453383396,1.008637745,1,1.04604166659732,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,0,0,0,0.887545583488406,"Odd","Odd",-2846300,0,0,0,0,0,0.0600049999999896,-2.42035634903731,0,1,1,1,1
"2008-01-21 to 2008-01-28","1/24/08",122.900002,123.919998,122.260002,123.43,20563200,"Thursday","",0,"1/25/08",124.639999,124.709999,121.720001,122.190002,19580700,"Friday",0.952220472,"1/28/08",122.019997,123.800003,121,123.529999,19403800,"Monday",0,-1.004616382,0,-1.965658713,0,-0.139131678,0.998608683,1,1.09665028076519,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,1,0,0,0.952220471521942,"Odd","Odd",-982500,1,1,0,0,0,0.0699999999999932,-1.3960587701107,0,1,1,1,1
"2008-01-28 to 2008-02-04","1/31/08",122.669998,126.900002,122.410004,126,22253400,"Thursday","BASELINE",0,"2/1/08",126.489998,127.610001,125.959999,127.43,18098700,"Friday",0.813300439,"2/4/08",127.209999,127.260002,125.980003,126.029999,11722300,"Monday",1,1.13492063492064,1,0.743143343238891,0,-0.172644589,0.998273554,0,-1.098643177,0,0,"Shock","",0,0,1,"1/30/08","SuperCut","Dovish","SuperCut","","Feb",0,0,1,0,0.813300439483405,"Even","Even",-4154700,1,1,1,0,0,1.120003,0.417650111620965,1,0,0,0,0
"2008-02-04 to 2008-02-11","2/7/08",121.599998,123.389999,121.25,122.730003,21041800,"Thursday","",0,"2/8/08",122.18,122.879997,121.080002,121.75,15522000,"Friday",0.737674534,"2/11/08",121.690002,122.589996,120.760002,122.32,11659200,"Monday",0,-0.798503199,0,-0.351939761,0,-0.049279671,0.999507203,1,0.468172484599584,0,0,"Baseline","",0,0,0,"","","","","","Feb",0,0,0,0,0.73767453354751,"Even","Even",-5519800,0,0,0,0,0,0.699996999999996,-1.32911825374113,0,1,1,1,1
