PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,UnemploymentRateOutcome,wasItPresidentialElectionWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,MondayOpenToFridayCloseRatio,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay,NFPDayOrNot,NFPOutcome,CSIOutcome,CSIActualMinusExpected,CSIDayOrNot,wasItFOMCWeek,FOMCMeetingDate,FOMCAction,FOMCActualVSExpected,FOMCActionSpecial,FOMCPivotAction,PrecedingWeekFridayMonth,UnemploymentActualMinusPreviousInPercent,isItLastFridayOfTheMonth
2005-01-24 to 2005-01-31,1/27/05,104.449997,104.830002,104.209999,104.57,8393800,Thursday,,0,1/28/05,104.540001,104.650002,103.760002,104.440002,7791600,Friday,0.92825657,1/31/05,104.980003,105.050003,104.480003,104.800003,5333900,Monday,0,-0.124316726,0,-0.095656207,1,0.5170442260236546,1.005170442,1,0.3446964698449516,0,0,Baseline,,,0,0,,,,,,Jan,0,1
2005-01-31 to 2005-02-07,2/3/05,105.699997,105.949997,105.440002,105.900002,4818700,Thursday,,0,2/4/05,105.800003,107.209999,105.760002,107,6413300,Friday,1.330919128,2/7/05,106.93,107.269997,106.910004,107.010002,3710300,Monday,1,1.0387138614029483,1,1.1342126332453848,0,-0.065420561,0.999345794,1,0.009347664,0,0,Baseline,,,0,1,2/2/05,Hike,Match,,,Feb,0,0
2005-02-07 to 2005-02-14,2/10/05,107.029999,107.699997,106.93,107.5,5221000,Thursday,,0,2/11/05,107.419998,108.389999,107.139999,108.089996,4722600,Friday,0.90453936,2/14/05,108.010002,108.120003,107.839996,107.980003,3689300,Monday,1,0.5488334883720923,1,0.6237181274198055,0,-0.074006849,0.999259932,0,-0.101760574,0,0,Baseline,,,0,0,,,,,,Feb,0,0
2005-02-21 to 2005-02-28,2/24/05,106.580002,107.550003,106.360001,107.410004,7124200,Thursday,,0,2/25/05,107.43,108.419998,107.300003,108.360001,4984900,Friday,0.699713652,2/28/05,108.110001,108.980003,107.260002,107.699997,7471500,Monday,1,0.8844585835784871,1,0.8656809084985478,0,-0.230712438,0.997692876,0,-0.609084527,0,0,Baseline,,,0,0,,,,,,Feb,0,1
2005-02-28 to 2005-03-07,3/3/05,108.419998,108.669998,107.639999,108.25,7779800,Thursday,,0,3/4/05,108.910004,109.610001,108.650002,109.540001,6123100,Friday,0.787051081,3/7/05,109.389999,109.830002,109.300003,109.330002,4124200,Monday,1,1.191686836027717,1,0.5784565024898933,0,-0.136938104,0.998630619,0,-0.191709876,0,0,Baseline,,,0,0,,,,,,Mar,0,0
2005-03-07 to 2005-03-14,3/10/05,108.209999,108.730003,107.739998,108.470001,5215200,Thursday,,0,3/11/05,108.489998,108.809998,107.650002,107.839996,3489300,Friday,0.669063507,3/14/05,107.949997,108.160004,107.580002,108.139999,3474500,Monday,0,-0.580810357,0,-0.599135415,1,0.10200389844227822,1.001020039,1,0.27819270319706224,0,0,Baseline,,,0,0,,,,,,Mar,0,0
2005-03-14 to 2005-03-21,3/17/05,106.559998,106.68,106.040001,106.290001,4476200,Thursday,,0,3/18/05,106.379997,106.440002,105.440002,105.959999,10700300,Friday,2.390487467,3/21/05,106.040001,106.120003,105.230003,105.419998,7322400,Monday,0,-0.310473231,0,-0.394809186,1,0.075502077,1.000755021,0,-0.509627223,1,0,Baseline,,,0,0,,,,,,Mar,0,0
2005-03-28 to 2005-04-04,3/31/05,105.169998,105.32,104.800003,104.989998,7374200,Thursday,,0,4/1/05,105.43,105.620003,103.739998,104.050003,7737700,Friday,1.049293483,4/4/05,104.080002,104.82,103.459999,104.220001,11559300,Monday,0,-0.895318619,0,-1.308922508,1,0.028831330259538247,1.000288313,1,0.16338106208415248,0,0,Baseline,,,0,0,,,,,,Apr,-0.2,0
2005-04-04 to 2005-04-11,4/7/05,104.809998,105.580002,104.75,105.519997,3852800,Thursday,,0,4/8/05,105.449997,105.540001,104.519997,104.540001,3649600,Friday,0.947259136,4/11/05,104.790001,104.809998,104.379997,104.470001,3187600,Monday,0,-0.928730125,0,-0.862964463,1,0.23914290951652087,1.002391429,0,-0.066960015,0,0,Baseline,,,0,0,,,,,,Apr,0,0
2005-04-11 to 2005-04-18,4/14/05,104.099998,104.169998,102.389999,102.400002,10780100,Thursday,,0,4/15/05,102.209999,102.599998,100.620003,100.699997,12132300,Friday,1.125434829,4/18/05,100.620003,101.010002,100.110001,100.550003,13000100,Monday,0,-1.6601611,0,-1.477352524,0,-0.079437937,0.999205621,0,-0.148951345,0,0,Baseline,,,0,0,,,,,,Apr,0,0
2005-04-18 to 2005-04-25,4/21/05,100.949997,102.290001,100.68,102.120003,7323400,Thursday,,0,4/22/05,101.900002,102.160004,100.620003,101.830002,6159600,Friday,0.841084742,4/25/05,102.050003,102.580002,101.879997,102.400002,4631900,Monday,0,-0.283980603,0,-0.068694797,1,0.21604732954832953,1.002160473,1,0.5597564458458986,0,0,Baseline,,,0,0,,,,,,Apr,0,0
2005-04-25 to 2005-05-02,4/28/05,101.639999,101.830002,100.519997,100.519997,7083400,Thursday,,0,4/29/05,101.309998,101.980003,100.440002,101.879997,10176500,Friday,1.436668831,5/2/05,102.239998,102.599998,101.860001,102.580002,5349200,Monday,1,1.3529646245413232,1,0.5626285768952537,1,0.35335788241139904,1.003533579,1,0.6870877705267209,0,0,Baseline,,,0,0,,,,,,Apr,0,1
2005-05-02 to 2005-05-09,5/5/05,103.809998,104.080002,102.989998,103.5,8842100,Thursday,,0,5/6/05,103.919998,104.050003,103.400002,103.43,5379900,Friday,0.608441434,5/9/05,103.459999,103.879997,103.209999,103.75,3912600,Monday,0,-0.06763285,0,-0.471514636,1,0.029004157,1.000290042,1,0.3093879918785586,0,0,Upbeat,,,0,0,,,,,,May,0,0
2005-05-09 to 2005-05-16,5/12/05,103.019997,103.339996,101.93,101.93,5534400,Thursday,,0,5/13/05,102.230003,102.470001,100.860001,101.669998,11750400,Friday,2.123156982,5/16/05,101.620003,102.709999,101.589996,102.639999,5840400,Monday,0,-0.255078976,0,-0.547789283,0,-0.049173799,0.999508262,1,0.954068082,0,0,Baseline,,,0,0,,,,,,May,0,0
2005-05-16 to 2005-05-23,5/19/05,104.959999,105.199997,104.589996,105.139999,5010200,Thursday,,0,5/20/05,104.830002,104.849998,104.120003,104.629997,6342600,Friday,1.265937488,5/23/05,104.629997,105.5,104.629997,105.220001,5310900,Monday,0,-0.485069436,0,-0.190789847,0,0,1,1,0.5638956483961223,0,0,Baseline,,,0,0,,,,,,May,0,0
2005-05-30 to 2005-06-06,6/2/05,105.110001,105.559998,105.040001,105.470001,3463700,Thursday,,0,6/3/05,105.269997,105.440002,104.379997,104.720001,5009600,Friday,1.446314635,6/6/05,104.660004,104.989998,104.25,104.629997,2761400,Monday,0,-0.711102676,0,-0.522462255,0,-0.05729278,0.999427072,0,-0.085947287,0,0,Baseline,,,0,0,,,,,,Jun,0,0
2005-06-06 to 2005-06-13,6/9/05,104.720001,105.239998,104.379997,104.980003,4067300,Thursday,,0,6/10/05,105.139999,105.379997,104.480003,105.169998,5115500,Friday,1.257713963,6/13/05,104.959999,105.940002,104.760002,105.339996,4816100,Monday,1,0.18098208665512266,1,0.028532433,0,-0.199675767,0.998003242,1,0.16164115549378685,0,0,Baseline,,,0,0,,,,,,Jun,0,0
2005-06-13 to 2005-06-20,6/16/05,105.699997,106.019997,105.459999,105.779999,6817800,Thursday,,0,6/17/05,106.209999,106.510002,105.889999,106.040001,7295800,Friday,1.070110593,6/20/05,105.68,106.269997,105.540001,105.959999,3709900,Monday,1,0.24579504864620016,0,-0.160058376,0,-0.33949547,0.996605045,0,-0.075445114,1,0,Baseline,,,0,0,,,,,,Jun,0,0
2005-06-20 to 2005-06-27,6/23/05,105.790001,105.870003,104.029999,104.050003,12891900,Thursday,,0,6/24/05,103.989998,104.019997,102.779999,102.860001,9810400,Friday,0.760973945,6/27/05,102.839996,103.260002,102.440002,102.949997,9047400,Monday,0,-1.143682812,0,-1.086640082,0,-0.019448765,0.999805512,1,0.08749368,0,0,Baseline,,,0,0,,,,,,Jun,0,1
2005-07-04 to 2005-07-11,7/7/05,101.75,103.199997,101.730003,103.139999,13370400,Thursday,,0,7/8/05,103.220001,104.629997,103.059998,104.559998,8886100,Friday,0.664609885,7/11/05,104.629997,105.379997,104.629997,105.239998,6848700,Monday,1,1.3767684833892524,1,1.2981951046483684,1,0.066946252,1.000669463,1,0.6503443123631342,0,0,Baseline,,,0,0,,,,,,Jul,0,0
2005-07-11 to 2005-07-18,7/14/05,106.07,106.57,106.040001,106.419998,10958900,Thursday,,0,7/15/05,106.349998,106.459999,105.910004,106.290001,4914200,Friday,0.448420918,7/18/05,106.050003,106.25,105.660004,105.919998,6084600,Monday,0,-0.122154672,0,-0.05641467,0,-0.225795463,0.997742045,0,-0.348107062,0,0,Baseline,,,0,0,,,,,,Jul,0,0
2005-07-18 to 2005-07-25,7/21/05,106.910004,106.989998,106.019997,106.190002,8750400,Thursday,,0,7/22/05,106.309998,106.550003,105.82,106.480003,5836600,Friday,0.667009508,7/25/05,106.519997,106.849998,105.860001,106.129997,5809400,Monday,1,0.273096332,1,0.1599144042877353,1,0.037560104,1.000375601,0,-0.328705851,0,0,Baseline,,,0,0,,,,,,Jul,0,0
2005-07-25 to 2005-08-01,7/28/05,106.620003,107.129997,106.330002,107.07,6609300,Thursday,,0,7/29/05,107.019997,107.160004,106.389999,106.629997,5551000,Friday,0.839877143,8/1/05,106.720001,106.720001,106.099998,106.190002,4700800,Monday,0,-0.410948912,0,-0.364417876,1,0.084407768,1.000844078,0,-0.412637168,0,0,Baseline,,,0,0,,,,,,Jul,0,1
2005-08-01 to 2005-08-08,8/4/05,106.650002,106.730003,106.010002,106.120003,5165000,Thursday,,0,8/5/05,105.940002,106.089996,105.540001,105.650002,7191400,Friday,1.392333011,8/8/05,105.940002,106.050003,105.25,105.540001,6558200,Monday,0,-0.442895766,0,-0.273739848,1,0.2744912394795849,1.002744912,0,-0.104118313,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2005-08-08 to 2005-08-15,8/11/05,106.129997,107,106.040001,106.870003,5800000,Thursday,,0,8/12/05,106.650002,106.68,105.800003,106.010002,5361800,Friday,0.924448276,8/15/05,106.059998,106.699997,105.730003,106.620003,4665800,Monday,0,-0.804716923,0,-0.600093753,1,0.047161587639620126,1.000471616,1,0.5754183459028677,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2005-08-15 to 2005-08-22,8/18/05,105.470001,106.169998,105.370003,105.760002,6723200,Thursday,,0,8/19/05,105.870003,106.199997,105.519997,105.730003,4033600,Friday,0.599952404,8/22/05,105.870003,106.379997,105.169998,105.660004,6929700,Monday,0,-0.028365166,0,-0.132237646,1,0.13241274569906195,1.001324127,0,-0.066205427,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2005-08-22 to 2005-08-29,8/25/05,104.339996,104.589996,104.199997,104.459999,5454900,Thursday,,0,8/26/05,104.360001,104.389999,103.790001,103.900002,5546700,Friday,1.016828906,8/29/05,103.5,104.809998,103.449997,104.639999,6547200,Monday,0,-0.536087503,0,-0.440780946,0,-0.384987481,0.996150125,1,0.7122203905251151,0,0,Baseline,,,0,0,,,,,,Aug,0,1
2005-09-05 to 2005-09-12,9/8/05,105.980003,106.290001,105.669998,105.910004,5879000,Thursday,,0,9/9/05,106.139999,106.93,106.059998,106.760002,7449900,Friday,1.267205307,9/12/05,106.699997,107.010002,106.629997,106.809998,4963100,Monday,1,0.8025662995914904,1,0.5841369943860627,0,-0.056205507,0.999437945,1,0.046830273,0,0,Baseline,,,0,0,,,,,,Sep,0,0
2005-09-12 to 2005-09-19,9/15/05,105.809998,105.900002,105.260002,105.660004,7019500,Thursday,,0,9/16/05,105.949997,106.379997,105.650002,106.230003,6797100,Friday,0.968316832,9/19/05,106.120003,106.150002,105.129997,105.540001,8614000,Monday,1,0.5394652455246886,1,0.2642812722307111,0,-0.1035489,0.998964511,0,-0.649535894,1,0,Baseline,,,0,0,,,,,,Sep,0,0
2005-09-19 to 2005-09-26,9/22/05,103.739998,104.400002,103.440002,104.040001,7931300,Thursday,,0,9/23/05,103.919998,104.5,103.669998,104.099998,4974300,Friday,0.627173351,9/26/05,104.650002,105.029999,104.019997,104.440002,6407000,Monday,1,0.057667242813651674,1,0.1732101649963394,1,0.5283419890171384,1.00528342,1,0.32661287851322296,0,0,Baseline,,,0,0,,,,,,Sep,0,0
2005-09-26 to 2005-10-03,9/29/05,104.599998,105.550003,104.099998,105.400002,9185600,Thursday,,0,9/30/05,105.360001,105.790001,105.199997,105.75,4172600,Friday,0.454254485,10/3/05,105.739998,106.010002,105.160004,105.279999,5411100,Monday,1,0.33206640736116816,1,0.37015850066288736,0,-0.009458156,0.999905418,0,-0.44444539,0,0,Baseline,,,0,0,,,,,,Sep,0,1
2005-10-03 to 2005-10-10,10/6/05,103.339996,103.709999,102.190002,102.900002,11180100,Thursday,,0,10/7/05,103.349998,103.510002,102.82,102.970001,6857700,Friday,0.613384496,10/10/05,103.18,103.239998,102.290001,102.32,5053100,Monday,1,0.068026238,0,-0.367679736,1,0.2039419228518901,1.002039419,0,-0.631252786,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2005-10-10 to 2005-10-17,10/13/05,102.029999,102.440002,101.580002,101.959999,8091400,Thursday,,0,10/14/05,102.489998,102.970001,102,102.830002,8777900,Friday,1.084843167,10/17/05,103.07,103.639999,102.940002,103.5,10068700,Monday,1,0.8532787451282704,1,0.3317435912136454,1,0.23339297416331856,1.00233393,1,0.651558871,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2005-10-17 to 2005-10-24,10/20/05,104.059998,104.379997,102.489998,102.779999,10696000,Thursday,,0,10/21/05,102.970001,103.050003,101.870003,102.139999,10676100,Friday,0.998139491,10/24/05,102.540001,103.839996,102.440002,103.75,11279400,Monday,0,-0.622689245,0,-0.806061952,1,0.39162130792658484,1.003916213,1,1.5762688621134575,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2005-10-24 to 2005-10-31,10/27/05,103.32,103.419998,102.199997,102.339996,5411400,Thursday,,0,10/28/05,102.650002,103.959999,102.459999,103.839996,8511100,Friday,1.572809255,10/31/05,104.239998,104.790001,103.889999,103.910004,5342600,Monday,1,1.4657026173813803,1,1.1592732360589713,1,0.38520995320531465,1.0038521,1,0.067419109,0,0,Baseline,,,0,0,,,,,,Oct,0,1
2005-10-31 to 2005-11-07,11/3/05,105.150002,105.589996,104.879997,105.239998,6455800,Thursday,,0,11/4/05,105.370003,105.489998,104.739998,105.190002,4155600,Friday,0.643700239,11/7/05,105.489998,105.870003,105.169998,105.610001,3314800,Monday,0,-0.047506652,0,-0.170827555,1,0.285194405,1.002851944,1,0.3992765396087643,0,0,Baseline,,,0,0,,,,,,Nov,0,0
2005-11-07 to 2005-11-14,11/10/05,105.589996,106.68,105.330002,106.580002,7604300,Thursday,,0,11/11/05,106.559998,107.110001,106.5,107.019997,3297100,Friday,0.43358363,11/14/05,106.959999,107.239998,106.889999,107.199997,3607500,Monday,1,0.41283072972733703,1,0.4316807513453693,0,-0.05606242,0.999439376,1,0.1681928658622487,0,0,Baseline,,,0,0,,,,,,Nov,0,0
2005-11-14 to 2005-11-21,11/17/05,107.139999,107.480003,106.860001,107.379997,5314800,Thursday,,0,11/18/05,107.57,107.699997,106.900002,107.529999,8014000,Friday,1.50786483,11/21/05,107.760002,108.300003,107.529999,108.160004,5132900,Monday,1,0.13969268410391242,0,-0.037186018,1,0.21389658898815425,1.002138966,1,0.585887665,0,0,Baseline,,,0,0,,,,,,Nov,0,0
